Artista,Biografia,Listeners,Playcount,Artistas Similares
Brantley Gilbert,"Brantley Keith Gilbert (born January 20, 1985 in  Jefferson, GA) is a country rock singer, songwriter and record producer from Jefferson, Georgia. He was originally signed to Colt Ford's label, Average Joes Entertainment, where he released Modern Day Prodigal Son and Halfway to Heaven. He is now signed to the Valory division of Big Machine Records where he has released five studio albums—a deluxe edition of Halfway to Heaven, Just as I Am, The Devil Don't Sleep <a href=""https://www.last.fm/music/Brantley+Gilbert"">Read more on Last.fm</a>",275744,3876673,Justin Moore
Sam Hunt,"Sam Lowry Hunt (born December 8, 1984 in Cedartown, Georgia, United States) is an American country singer, songwriter and former college football player. He is known for writing singles for Kenny Chesney, Keith Urban, and Billy Currington. In 2014, Hunt signed with MCA Nashville and released his debut album ""Montevallo"", which includes the number 1 Country Airplay hits ""Leave the Night On"" and ""Take Your Time"".

Sam Hunt co-wrote Kenny Chesney's 2012 hit ""Come Over"", for which he received an ASCAP award. <a href=""https://www.last.fm/music/Sam+Hunt"">Read more on Last.fm</a>",427983,8283193,Russell Dickerson
Goth Babe,"Griffin Washburn, better known by his music alias Goth Babe, is an indie pop artist that began his career in 2015 in Nashville, TN. The name comes from the song ""Goth Babe"" by the band Surf Curse.

Goth Babe began when Griffin Washburn started writing songs in his dorm room. In 2016, he moved beyond his bedroom, with twelve live shows in Tennessee. After pursuing music and modeling in New York City, he moved to the West Coast in 2017. Traveling around California and Oregon in his camper truck <a href=""https://www.last.fm/music/Goth+Babe"">Read more on Last.fm</a>",462474,8210022,Jaguar Sun
KANA-BOON,"Japanese rock band from Osaka, Japan formed in 2008.

The members are:
Taniguchi Maguro (Guitar & Vocal)
Koga Hayato (Guitar)
Meshida Yuuma (Bass)
Koizumi Takahiro (Drum)

Official site:  http://www.kanaboon.com/ <a href=""https://www.last.fm/music/KANA-BOON"">Read more on Last.fm</a>",361087,8247091,Flow
Jameson Rodgers,"Jameson Rodgers is an American country musician signed to Columbia Nashville/River House, whose debut single ""Some Girls"" charted on the Country Airplay chart.

Rodgers grew up in Batesville, Mississippi, United States. Rodgers loved baseball and music and played baseball at Northwest MS Community College before finishing college at University of Southern Mississippi. Rodgers started to write songs and perform, eventually developing a local following along the way. He later moved to Nashville in 2010 with his friend and never left. <a href=""https://www.last.fm/music/Jameson+Rodgers"">Read more on Last.fm</a>",53057,634822,Easton Corbin
The Beths,"The Beths are a New Zealand indie rock/pop band, originally from Auckland, New Zealand that combines energized guitar riffs, melodic hooks, and harmonized backing vocals in their impulsive indie rock. Lead vocalist and guitarist Elizabeth Stokes met guitarist Jonathan Pearce and bassist Benjamin Sinclair while they were all in bands in high school. While playing underground gigs around Auckland, they befriended drummer Tristan Deck, who joined the group in 2019. <a href=""https://www.last.fm/music/The+Beths"">Read more on Last.fm</a>",252602,8571457,illuminati hotties
Dashboard Confessional,"Dashboard Confessional is an acoustic rock group started in 2000, by Chris Carrabba in Boca Raton, Florida, as a side project from his band Further Seems Forever.

Chris recorded his first album, The Swiss Army Romance, in 2000. The following year, he recorded Further Seems Forever's debut album The Moon Is Down. However, he left the band soon after the album's release, instead recording and releasing his sophomore album The Places You Have Come to Fear the Most, as well as a follow-up EP titled So Impossible. <a href=""https://www.last.fm/music/Dashboard+Confessional"">Read more on Last.fm</a>",1416696,41743608,Something Corporate
David Bisbal,"
David Bisbal Ferre (born June 5, 1979 in Almería, Spain) is a Latin Grammy-winning Spanish pop singer. He gained his initial fame as a runner up on the interactive reality television show Operación Triunfo produced by Television Española.

He has since released five studio albums, all of which topped the Spanish Albums Chart, in addition to recording a number of live albums. He's toured throughout Europe and Latin America and is now considered to be a crossover international artist. <a href=""https://www.last.fm/music/David+Bisbal"">Read more on Last.fm</a>",304902,3996443,David Bustamante
We Are Messengers,"The acclaimed Irish American band We Are Messengers are a ragtag group of friends consisting of Darren Mulligan (lead vocals), Kyle Williams (guitar), Drew Kerxton (drums), and Raul Aguilar (bass) who still believe that it’s possible to change the world. The band identifies with the hurting, the outsider and the underdog, and offer songs like an olive branch to society’s marginalized. They have captivated audiences across the world with a live show that is as gritty and rowdy as it is tender and connective. <a href=""https://www.last.fm/music/We+Are+Messengers"">Read more on Last.fm</a>",35775,478801,Crowder
Chris Tomlin,"Christopher Dwayne Tomlin (born May 4, 1972 in Grand Saline, TX) is a Christian worship leader/CCM artist. In 1999, Tomlin rose to recognition  joined on board as a worship leader for Atlanta pastor Louie Giglio’s annual Passion Conferences, along with other worship leaders such as Matt Redman, Charlie Hall, and eventually with Christy Nockels, Kristian Stanfill, and the David Crowder Band (now Crowder). Tomlin  was soon signed to Sparrow Records and EMI's sixstepsrecords where he began releasing his worship albums. <a href=""https://www.last.fm/music/Chris+Tomlin"">Read more on Last.fm</a>",343092,8401778,Matt Redman
Surf Trash," <a href=""https://www.last.fm/music/Surf+Trash"">Read more on Last.fm</a>",48221,368419,The Terrys
Daily J," <a href=""https://www.last.fm/music/Daily+J"">Read more on Last.fm</a>",78092,873997,Mako Road
Delta Spirit,"Delta Spirit is a band from San Diego, California, United States, beginning in 2005. This band is most known for their intense live performances, their congregational song-writing, and their driving rhythm. The group consists of Jon Jameson (bass), Brandon Young (percussion), Matthew Vasquez (vocals/guitars), Kelly Winrich (multi-instrumentals) and Will McLaren (guitar).

""The raw spirit of indie rock. An amplified, rocking version of ’60s protest folk. <a href=""https://www.last.fm/music/Delta+Spirit"">Read more on Last.fm</a>",446053,6024408,Dawes
Bleachers,"Bleachers is an American indie act based in New Jersey. It is the official stage name of songwriter and record producer Jack Antonoff. Bleachers' music is heavily influenced by the '70s, late '80s, early '90s and the high school-based films of John Hughes while still using modern production techniques. 

Live Band Members, Jack Antonoff – lead vocals, guitar, keyboards, synthesizers, samples
Evan Smith – keyboards, synthesizers, saxophone, vocals <a href=""https://www.last.fm/music/Bleachers"">Read more on Last.fm</a>",906621,28985451,Steel Train
Arrested Youth,"Arrested Youth is a new class of alternative crafted by singer/songwriter Ian Johnson. Growing up in Louisville, Kentucky, Ian was influenced by genre-blending artists like The Red Hot Chili Peppers and Kid Cudi,  and began writing lyrics at the age of 15. Encouraged by friends and family, he released a series of mixtapes and an EP which made the iTunes Top 25 pop charts.

With success came a strong sense of discouragement regarding the future of his career. <a href=""https://www.last.fm/music/Arrested+Youth"">Read more on Last.fm</a>",189775,3367295,Bohnes
Dynazty,"Dynazty was formed in early 2008 by five young talents. This thunderous hard rock/heavy metal group dominated the Swedish live scene with its flamboyant shows and powerful anthems for many months before hooking up with producer Chris Laney to record a debut album.

For one month Dynazty worked with Laney at the Polar Studios in Stockholm, creating a fierce album that will make a lasting impression. This masterpiece will be known as ""BRING THE THUNDER"" and will be released worldwide on PERRIS RECORDS 2nd of June 2009. <a href=""https://www.last.fm/music/Dynazty"">Read more on Last.fm</a>",94185,2564882,Beast in Black
Brandi Carlile,"Brandi Carlile (b. June 1, 1981, in Ravensdale, Washington) is an American singer-songwriter, perhaps best known for her 2007 single ""The Story"". Carlile's music has been categorized in several genres, including pop, rock, alternative country, and folk. She released her first album, 'Brandi Carlile', on July 12, 2005.

In the beginning, Columbia Records signed Carlile in late 2004 on the strength of songs she'd been recording periodically at home. <a href=""https://www.last.fm/music/Brandi+Carlile"">Read more on Last.fm</a>",785136,14377748,The Secret Sisters
The 1975,"The 1975 is an English pop band formed in 2002 in Wilmslow, Cheshire. Now based in Manchester, the band consists of lead vocalist, producer, lyricist and rhythm guitarist Matty Healy (the son of actors Denise Welch and Tim Healy), lead guitarist Adam Hann, bassist Ross MacDonald, and drummer/producer George Daniel.

The band's origins trace to their attendance at secondary school and playing together as teenagers. Initial efforts to sign with a label failed, leading to the band's manager Jamie Oborne to form Dirty Hit records. <a href=""https://www.last.fm/music/The+1975"">Read more on Last.fm</a>",2135049,217935784,Inhaler
NewDad,"NewDad are a rock band from Galway, Ireland, formed in 2018. Their music has been compared to The Cure, Beabadoobee, and Just Mustard by NME magazine. Atwood Magazine wrote of the group: ""The band oozes personality with cynical but honest lyrics, colorful visual components, and poignant messages about coping with the, albeit painful, formative experiences.The group have appeared at the Green Man Festival in Wales, the Pitchfork Music Festival in Paris, and on the Irish television program Other Voices. <a href=""https://www.last.fm/music/NewDad"">Read more on Last.fm</a>",218794,2544290,Lime Garden
for KING & COUNTRY,"For King & Country is the new band name of the Australian brothers of Rebecca St. James, formerly known as Joel & Luke.


‘’We were born and raised in the southern hemisphere, the land down-under… Australia. And in case you can’t tell, we are brothers.

Since before we can remember, music has been our life’s natural backdrop and soundtrack. Our Father was a music promoter turned entertainment manager which gave us a first hand introduction to a very eclectic mix of music and live shows. <a href=""https://www.last.fm/music/for+KING+&+COUNTRY"">Read more on Last.fm</a>",196817,3411014,TobyMac
Tyler Rich,"Tyler Rich is a country artist & songwriter currently residing in Los Angeles, CA working on his debut album entitled “Hometown”.

After spending some time as a child in Antioch, Tennessee with his Dad, Tyler was raised by his Mom in a small Northern California farming community called Yuba City. 

He found his love for country music after his cousin took him to see George Strait at the age of 8. From George, to Garth, to Alan Jackson, Tyler immersed himself into the music. <a href=""https://www.last.fm/music/Tyler+Rich"">Read more on Last.fm</a>",31069,298091,Seaforth
Machine Head,"Machine Head is an American metal band from Oakland, California. The band was formed in 1991 by vocalist/guitarist Robb Flynn and bassist Adam Duce. The band's aggressive musicianship made it one of the pioneering bands in the new wave of American heavy metal, and it is also considered to be part of the second wave of thrash metal bands from the 1990s. Machine Head's current lineup comprises Flynn and bassist Jared MacEachern. Duce, guitarists Logan Mader <a href=""https://www.last.fm/music/Machine+Head"">Read more on Last.fm</a>",1084416,42506357,Chimaira
Fiona Apple,"Fiona Apple McAfee-Maggart is an American singer, songwriter and pianist. Apple is an eleven-time Grammy Award nominee and three-time winner whose five albums have all reached the top fifteen on the U.S. Billboard 200 chart, stretching from 1997 to 2020. Her albums Tidal, When the Pawn..., Extraordinary Machine, The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do and Fetch the Bolt Cutters have sold over five million copies worldwide. <a href=""https://www.last.fm/music/Fiona+Apple"">Read more on Last.fm</a>",2271808,124895372,Björk
Gorillaz,"Gorillaz is a British virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band currently consists of four animated members: Murdoc Niccals (bass guitar) who formed the band, 2-D (lead vocals, keyboards), Noodle (guitar, vocals) and Russel Hobbs (drums and percussion). Their fictional universe is explored through animated music videos, interviews and animated shorts. In reality, Albarn is the only permanent musical contributor and often collaborates with other musicians. <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>",5601643,361509350,Damon Albarn
Glass Animals,"Oxfordshire quartet Glass Animals are Dave Bayley, Drew MacFarlane, Edmund Irwin-Singer and Joe Seaward. They grew up together from the age of thirteen and started working together when Dave showed Drew some tracks.

They self-released a 5 track demo in 2012 which form the basis of the 'Leaflings EP', released via Kaya Kaya Records. It included 'Cocoa Hooves', 'Golden Antlers' and 'Cocoa Hooves Part II'.

Having left the confines of their creative hub in the woodlands of Oxfordshire (referred to as The Shed) <a href=""https://www.last.fm/music/Glass+Animals"">Read more on Last.fm</a>",2063349,98774185,Sir Sly
Kaleo,"Kaleo is an Icelandic indie pop / blues rock / folk band established in 2012 and their first major public appearance Iceland Airwaves Music Festival in November 2012. Their fame came through ""Vor í vaglaskógi"" as it was included on heavy rotation on Icelandic state broadcaster RÚV's radio station Rás 2 featuring on top of the stations Top 10.

The band consists of lead vocalist and guitarist Jökull Júlíusson, drummer David Antonsson, bassist Daniel Kristjansson, lead guitarist Rubin Pollock and harmonicist Þorleifur Gaukur Davíðsson. <a href=""https://www.last.fm/music/Kaleo"">Read more on Last.fm</a>",951082,15631196,Welshly Arms
Jon Pardi,"Jon Pardi is an American country music singer and songwriter. Pardi has charted 14 singles on the Billboard Hot Country Songs and Country Airplay charts, with four hitting #1 on the latter: ""Head Over Boots"", ""Dirt On My Boots"", ""Heartache Medication"", and ""Last Night Lonely"". Signed to Capitol Nashville, he has released four studio albums: Write You A Song (2014), California Sunrise (2016), Heartache Medication (2019), and Mr. Saturday Night (2022). Pardi's music style is defined by neotraditional country influences. <a href=""https://www.last.fm/music/Jon+Pardi"">Read more on Last.fm</a>",250622,6338331,Lee Brice
Jimmy Buffett,"Jimmy Buffett (born James William Buffett  in in Pascagoula, Mississippi, on 25 December 1946; died 1  September 2023) was an American singer-songwriter remembered for his ""island escapism"" lifestyle and music including hits such as ""Margaritaville"" (ranked 234th on the Recording Industry Association of America's list of ""Songs of the Century"") and ""Come Monday"". His devoted followers are known as ""Parrotheads"", with the youngest members being ""Parakeets"". <a href=""https://www.last.fm/music/Jimmy+Buffett"">Read more on Last.fm</a>",543853,9265123,Kenny Chesney
Bad Nerves,"Bad Nerves are a 5-piece Powerpop-RocknRoll band from East London. The bastard child of a Ramones/Strokes one night stand, they play ferociously fast distorted pop songs, with melodies that hook so deep, even the most skilled lobotomist would struggle to scrape them out.  BOBBY NERVES on vocals, WILLIAM PHILLIPSON and GEORGE BERRY on guitars, JONATHAN POULTON on bass and SAMUEL THOMPSON on drums. <a href=""https://www.last.fm/music/Bad+Nerves"">Read more on Last.fm</a>",148847,2181669,Teen Mortgage
Yungblud,"Dominic Richard Harrison (born 5 August 1997), known professionally as YUNGBLUD (pronounced ""Youngblood""), is an English singer, musician and songwriter. In 2018, he released his first EP, YUNGBLUD, followed shortly after by the album 21st Century Liability.  In 2019, he released another EP, The Underrated Youth. His second album, Weird!, was released in late 2020 and peaked at the top of UK Albums Chart and reached number 75 on US Billboard 200. <a href=""https://www.last.fm/music/Yungblud"">Read more on Last.fm</a>",839677,30751761,
Josh Wilson,"Josh Wilson (born November 14, 1983) is a contemporary Christian music artist from El Dorado, Arkansas, who grew up in Lubbock, Texas. His discography includes top-charting hits like ""Savior, Please"", ""Before the Morning"", ""I Refuse"", ""Fall Apart"", ""Pushing Back The Dark"", and ""Revolutionary"".

Drawing on musical influences as diverse as pop, folk, and good old-fashioned rock ‘n’ roll, Josh Wilson’s Life Is Not A Snapshot creates a rollicking atmosphere of electrically charged sonic satisfaction. <a href=""https://www.last.fm/music/Josh+Wilson"">Read more on Last.fm</a>",56829,627140,Jason Gray
Lisa Hannigan,"Lisa Hannigan (born Lisa Margaret Hannigan on 12 February 1981 in Kilcloon, County Meath, Ireland) is an Irish singer-songwriter and musician. Originally coming to public attention in 2001 as the female vocalist from Damien Rice's best-selling breakthrough albums O and 9, she began her solo career in 2007. Since then she has released the albums Sea Sew (2008), Passenger  (2011) and At Swim (2016). Hannigan's music has received award nominations both in Ireland and the USA. <a href=""https://www.last.fm/music/Lisa+Hannigan"">Read more on Last.fm</a>",420931,6157933,Kíla
Ryan Stevenson,"The music of Ryan Stevenson blends influences from soul, pop, and some of the great guitarists to create engaging acoustic guitar driven melodies. Embracing the idea that some of the most profound moments of worship emerge not from mountain-top experiences but from difficult, perhaps even catastrophic circumstance gives Ryan’s lyrics a poetic vulnerability reflecting honestly on the difficulties everyone faces. 

At the age of 18, his youth pastor surprised him by placing a guitar in his hands <a href=""https://www.last.fm/music/Ryan+Stevenson"">Read more on Last.fm</a>",25307,304887,MercyMe
Drake White,"Drake White is an aspiring singer songwriter residing in Nashville, TN. The Hokes Bluff, Alabama native has a very different country feel with a freestyle twist on many of his original songs. He ad-libs throughout a show phrasing rhythmic lyrics as his entertaining live show unfolds. Drake frequently involves the audience in his witty craftsmanship of verbalization as well. The enthusiastic 27 year old credits many country, blues, rock, freestyle and bluegrass influences that forms his musical sound that is unique in its own way. <a href=""https://www.last.fm/music/Drake+White"">Read more on Last.fm</a>",35242,318532,Brothers Osborne
Neon Trees,"Neon Trees is an alternative rock/new wave band which formed in Provo, Utah in 2005, with origins in Southern California. Formed initially by neighbors Tyler Glenn (lead vocals/keyboards) and Chris Allen (guitars), the band made its first home in Provo, eventually adding Branden Campbell (bass) and Elaine Bradley (drums/vocals) to the lineup. In 2010, the band's single ""Animal"" peaked at #1 on the Billboard Alternative Songs chart.

Although a well known band in Provo <a href=""https://www.last.fm/music/Neon+Trees"">Read more on Last.fm</a>",1668400,25413994,Walk the Moon
Hey Steve,"First known as 'Republican Hair' and then simply 'STEVE', Hey Steve is a band originating from Nashville Tennessee based around pop and rock fronted by Luke Dick.  <a href=""https://www.last.fm/music/Hey+Steve"">Read more on Last.fm</a>",42839,527283,Naked Cameo
Aimer,"There are at least 4 artists who go by Aimer:

1. Aimer (エメ, pronounced eh-meh) is a Japanese pop singer and lyricist signed to SACRA MUSIC and managed by agehasprings. She played piano in elementary school and picked up the guitar in junior high school. She writes music in both Japanese and English and has a good command of English from her experiences living abroad.

2. AIMER (Sometimes stylised as ""AiMER"") is a Dubstep producer and DJ from Brisbane, Australia. <a href=""https://www.last.fm/music/Aimer"">Read more on Last.fm</a>",345244,18388225,ReoNa
The Terrys,"For the japanese garage band please fix your tags to テリーズ. <a href=""https://www.last.fm/music/The+Terrys"">Read more on Last.fm</a>",39054,522694,Beddy Rays
STRFKR,"STRFKR - (Alternate name for Starfucker)

Founded by Josh Hodges (2007) in Portland, OR.
Band now includes: Keil Corcoran, Shawn Glassford, Patrick Morris.

3rd. LP: ""Miracle Mile"" out on Polyvinyl 2/19/13 http://www.polyvinylrecords.com/miraclemile
Opening Track: ""While I'm Alive"" Out Now: https://soundcloud.com/polyvinyl-records/starfucker-while-im-alive
Tour Dates 2013: http://strfkrmusic.com/tour

""Happy Fucking Holidays"" https://soundcloud.com/starfucker_usa/happy-fucking-holidays <a href=""https://www.last.fm/music/+noredirect/STRFKR"">Read more on Last.fm</a>",534073,10275894,
Fontaines D.C.,"Fontaines D.C. is an Irish post-punk band formed in Dublin in 2014. The band comprises Grian Chatten (vocals), Carlos O'Connell (guitar), Conor Curley (guitar), Conor Deegan III (bass), and Tom Coll (drums). 

After meeting while attending music college, and bonding over a common love of poetry, the band began self-releasing singles and performing live regularly, signing to Partisan Records in 2018. The band's debut album, Dogrel, was released on <a href=""https://www.last.fm/music/Fontaines+D.C."">Read more on Last.fm</a>",545713,28488256,The Murder Capital
Rat boy,"Jordan Cardy (born 21 February 1996), known by his stage name Rat Boy, is an English musician from Chelmsford, Essex. He studied at Chelmer Valley High School in Chelmsford and went on to study Art at Colchester Institute. Despite being dyslexic, he began writing songs in his spare time, releasing songs on SoundCloud under the name ""Rat Boy"", a name given to him by his school friends who claimed he looked like a rat. After college Cardy was hired and subsequently fired from Wetherspoons <a href=""https://www.last.fm/music/Rat+boy"">Read more on Last.fm</a>",271344,4039658,
Dirty Heads,"Rooted in the Orange County community of Huntington Beach, the Dirty Heads emerged onto the Southern California music scene with their unique signature blend of acoustic infused hip-hop and classic reggae, creating the perfect soundtrack to an upbeat, sun-soaked California.

Founding band members Jared Watson and guitarist/vocalist Dustin Bushnell met in 1996 while in high school, embarking on a friendship based on music, as well as their shared passion for surfing, skating and the endless party of the laid-back SoCal lifestyle.  <a href=""https://www.last.fm/music/+noredirect/Dirty+Heads"">Read more on Last.fm</a>",216074,2833745,
Car Seat Headrest,"Car Seat Headrest is an American indie rock band formed in Leesburg, Virginia, and currently located in Seattle, Washington. The band consists of Will Toledo (vocals, guitar, piano, and synthesizers), Ethan Ives (guitar, bass, backing vocals), Seth Dalby (bass), and Andrew Katz (drums, percussion).

Beginning as a solo recording project by Toledo in 2010, Car Seat Headrest self-released 12 albums on the music platform Bandcamp, before signing to Matador Records in 2015. Car Seat Headrest would begin touring as a full band the following year. <a href=""https://www.last.fm/music/Car+Seat+Headrest"">Read more on Last.fm</a>",1049060,117383355,starry cat
Lee Brice,"When Curb Records recording artist, Lee Brice, isn't selling out arenas, writing and recording songs, or building new brands like American Born whiskey, you'll find the family man with his wife Sara, two young boys, and daughter. Meanwhile, with over 3 billion on-demand streams, and over 3.6 billion spins on Pandora, Brice continues to enjoy massive success at country radio, digital streaming services, and on the road. He recently reached #1 at Country Radio with “Memory I Don’t Mess With <a href=""https://www.last.fm/music/Lee+Brice"">Read more on Last.fm</a>",453816,5657995,Chris Young
Palaye Royale,"Palaye Royale is an American band from Las Vegas, formed in 2008 by Remington Leith, Sebastian Danzig, and Emerson Barrett, whom are all brothers. The brothers' surname was Kropp. Each one's stage name is their first name and their middle name. They formed under the name Kropp Circle in 2008 and changed their name to Palaye Royale in 2011, named after the dance hall (Palais Royale) that their grandparents met at. 

Style:
Fashion-art rock, rock and roll, glam rock, indie rock and garage rock. <a href=""https://www.last.fm/music/Palaye+Royale"">Read more on Last.fm</a>",396094,19944004,YUNGBLUD
Badflower,"Badflower is an alternative rock band which was formed in February 2013 in Los Angeles.

Line-up:
Josh Katz (lead vocals / rhythm guitar), Joey Morrow (lead guitar / backing vocals), Anthony Sonetti (drums), Alex Espiritu (bass).

Discography:
- About a Girl (EP, 2013)
- Heroin (Single, 2014)
- Soap (Single, 2015)
- Animal (Single, 2016)
- Temper (EP, 2016)
- Heroin (Rock Edit) (Single, 2017)
- Ghost (Single, 2018)
- x ANA x (Single, 2018)
- Promise Me (Single, 2019) <a href=""https://www.last.fm/music/Badflower"">Read more on Last.fm</a>",231445,7241363,Highly Suspect
Grouplove,"Grouplove is an indie pop band which formed in 2009 in Los Angeles, California, United States. The band consists of Christian Zucconi (vocals, guitar), Hannah Hooper (vocals, keyboards), Andrew Wessen (vocals, guitar), Sean Gadd (bass, vocals), and Ryan Rabin (drums). The band released their debut album, Never Trust a Happy Song, in September 2011, which was followed by Spreading Rumours, released September 2013. Both albums were produced by the band's drummer Ryan Rabin, who is the son of former Yes guitarist and film composer Trevor Rabin. <a href=""https://www.last.fm/music/Grouplove"">Read more on Last.fm</a>",1862195,32037623,Cold War Kids
MisterWives,"MisterWives was formed in 2012 where the three New York natives set out to produce, and perform their independently composed music. Their sound has been described as indie-pop-soul and has been well received in some of New York’s most notable venues. The core members include Mandy Lee (vocals/keys) William Hehir (bass) and Etienne Bowler (drums). Their live set incorporates other musicians that contribute sax, trumpet, guitar, and strings to their well-rounded sound.

https://soundcloud.com/misterwives <a href=""https://www.last.fm/music/MisterWives"">Read more on Last.fm</a>",578710,8898908,Walk the Moon
Plini,"Plini is a guitarist and composer from Sydney, Australia. He previously went under the name Halcyon, during which time he released Pastures EP. <a href=""https://www.last.fm/music/Plini"">Read more on Last.fm</a>",167885,5545715,Intervals
Hanni El Khatib,"Hanni El Khatib is a singer-songwriter and musician based in Los Angeles. The son of Palestinian and Filipino immigrants (and the first American in his family), Hanni El Khatib grew up in San Francisco and was obsessed with classic Americana and pop culture of the 1950s and 60s. Influenced by pioneers of early Rock and R&B, the multi-instrumentalist serves as singer, songwriter & producer for his one-man band (live he is joined by drummer Nicky Fleming-Yaryan) mixing a unique sound of ‘50/’60s blues, soul, garage rock & doo whop. <a href=""https://www.last.fm/music/Hanni+El+Khatib"">Read more on Last.fm</a>",219054,2551174,The Family Rain
VK Blanka," <a href=""https://www.last.fm/music/VK+Blanka"">Read more on Last.fm</a>",81086,602195,kankakupiero
Spacey Jane,"
Spacey Jane came to life in 2016 when mates Caleb and Kieran re-visited their teenage musical ambitions. Ashton and Meils were picked up through uni friendships and the ball rolled on from there. Since their first show in Caleb’s backyard, the band has shared the stage with the likes of Car Seat Headrest, Alex Lahey, British India and The Stems, along with festival appearances at Wave Rock Weekender, Gizzfest 2017 and Falls Downtown and the recently announced SOTA Festival, hitting Elizabeth Quay in June 2018. <a href=""https://www.last.fm/music/Spacey+Jane"">Read more on Last.fm</a>",254065,8434351,Lime Cordiale
Tauren Wells,"Tauren Gabriel Wells is an American Christian rock and pop artist and the former frontman for the American Christian pop rock band, Royal Tailor which produced two albums over a five-year career, which garnered two GRAMMY nominations and a New Artist of the Year award from the Gospel Music Association's Dove Awards. In 2014, Wells, along with his wife, launched the Prisma Worship Arts School, a private music academy with multiple locations in the Houston area. <a href=""https://www.last.fm/music/Tauren+Wells"">Read more on Last.fm</a>",61853,1037409,Jordan Feliz
Luke Bryan,"Luke Bryan is a country singer, songwriter, and television personality. He is one of the world's best-selling music artists, with over 75 million records sold. His first ten albums – I'll Stay Me (2007), Doin' My Thing (2009), Tailgates & Tanlines (2011), Crash My Party (2013), Spring Break...Here to Party (2013), Spring Break...Checkin' Out (2015), Kill the Lights (2015), Farm Tour... Here's to the Farmer (2016), What Makes You Country (2017), and Born Here Live Here Die Here (2020) – have included 30 #1 hits. <a href=""https://www.last.fm/music/Luke+Bryan"">Read more on Last.fm</a>",958830,19019239,Jason Aldean
Nickelback,"Nickelback is a rock band which formed in Hanna, Alberta, Canada in 1995. Nickelback is one of the most commercially successful Canadian groups, having sold 50 million records worldwide. Nickelback ranks as the 7th best selling music act of the 2000s and the 2nd best selling foreign act in the US behind The Beatles for the 2000s.

The band consists of Chad Kroeger (vocals, guitar), Ryan Peake (guitar, vocals), Mike Kroeger (bass) and Daniel Adair (drums). <a href=""https://www.last.fm/music/Nickelback"">Read more on Last.fm</a>",3645292,110252511,Theory of a Deadman
Granger Smith,"Granger Kelly Smith (born September 4, 1979), also known by his alter ego Earl Dibbles Jr., is an American country music singer and songwriter. He has released nine studio albums, one live album, and one EP. Smith was born in Dallas, Texas. At the age of 14, he became interested in music and decided to pursue it as a hobby, teaching himself guitar. At 19, Smith moved from Texas to Nashville after signing a songwriting contract with EMI Music Publishing. <a href=""https://www.last.fm/music/Granger+Smith"">Read more on Last.fm</a>",64757,1095288,Justin Moore
Thomas Rhett,"Thomas Rhett Akins, Jr. (born in Valdosta, Georgia) is an American country music singer known professionally as Thomas Rhett. He is the son of singer-songwriter Rhett Akins.[1]
Here is some background information on Thomas Rhett from the Something To Do With My Hands Songfacts. Thomas Rhett grew up in the music industry by means of his singer-songwriter father Rhett Akins. Whilst studying business and communications at Lipscomb University in Nashville, Rhett formed a cover band and began playing frat parties and other gigs they could get. <a href=""https://www.last.fm/music/Thomas+Rhett"">Read more on Last.fm</a>",468731,10996710,Jordan Davis
Phil Wickham,"Phil Wickham is a Contemporary Christian music vocalist/songwriter and guitarist from California. Since 2003, Phil has launched more than a dozen releases, including: Give You My World (2003), a self-titled album (2006), Cannons (2007), Singalong(2008), Heaven and Earth(2009), Response(2011), Singalong 2 (2012), The Ascension (2013), Singalong 3 (2015), Children of God (2016), Living Hope (2018), Hymn of Heaven (2021) and I Believe (2023).

Born in Orange County, Phil Wickham is the son of the well-known worship leader John Wickham. <a href=""https://www.last.fm/music/Phil+Wickham"">Read more on Last.fm</a>",199869,4948715,Elevation Worship
Red,"There are several artists with the name Red:

1. An American rock band from Nashville, Tennessee, formed in 2004. 
The band's lineup consists of singer Michael Barnes, guitarist Anthony Armstrong, and bassist Randy Armstrong. They are known for their Christian rock music which incorporates other sounds such as alternative rock, alternative metal, hard rock, and post-grunge. Jasen Rauch and Andrew Hendrix were the rhythm guitarist and drummer, respectively, at the time of the band's formation. <a href=""https://www.last.fm/music/Red"">Read more on Last.fm</a>",883197,25088378,Decyfer Down
Saint PHNX,"Saint PHNX is a Scottish duo under Atlantic Records, made up of two brothers: vocalist & multi-instrumentalist Stevie Jukes and drummer Alan Jukes. <a href=""https://www.last.fm/music/Saint+PHNX"">Read more on Last.fm</a>",104050,1110244,The Unlikely Candidates
NEEDTOBREATHE,"NEEDTOBREATHE is an American Christian rock band from Seneca, South Carolina. They were formed in 1998.

When NEEDTOBREATHE’s Bear and Bo Rinehart set out to write the songs that appear on the band’s new album, The Reckoning, they felt something bigger awaited them. It wasn’t just commercial success either. The band’s last album The Outsiders hit No. 9 on Billboard’s Rock Albums chart, went Top 20 on the Top 200, saw the band sell out venues such as Nashville’s Ryman Auditorium and Chicago’s House of Blues <a href=""https://www.last.fm/music/NEEDTOBREATHE"">Read more on Last.fm</a>",404782,8978611,Switchfoot
