Artista,Biografia,Listeners,Playcount,Artistas Similares
Marshmallow,"There are at least two bands who go by the name Marshmallow.

1. Marshmallow is Matija Habijanec, an indie-lo-fi-pop singer-songwriter from Krapina, Croatia.  Now known as The Marshmallow Notebooks.

2. Marshmallow is a four piece powerpop band based in London, England, fronted by Alan Gregg, formerly the bass player with New Zealand band The Mutton Birds. <a href=""https://www.last.fm/music/Marshmallow"">Read more on Last.fm</a>",2787,26874,Hipi
Levels,"Formed in the latter months of 2015, founding members, drummer Dalton Kennerly, and guitarist Rob Mathews, began writing what would eventually become the Exist EP for the band and creating a solid foundation for their music. Soon after, both guitarist Jager Felice and original vocalist Jake Sanders were brought onto the project. Levels originated in Conway, Arkansas where Kennerly, Mathews, Felice, and Sanders were all attending college. With close proximity and ease of collaboration the band began to advance quickly towards its goals. <a href=""https://www.last.fm/music/Levels"">Read more on Last.fm</a>",21366,132833,AVRALIZE
Mknly," <a href=""https://www.last.fm/music/Mknly"">Read more on Last.fm</a>",389,2439,Gold Steps
Thirty Seconds to Mars,"Thirty Seconds to Mars (commonly stylized as 30 Seconds to Mars) is an American Alternative Rock band, Founded in 1998 in Los Angeles, California, United States by Jared Leto and his brother, Shannon, Thirty Seconds to Mars initially began as a small family project. Matt Wachter later joined the band as bassist and keyboard player. After working with a number of guitarists (including Kevin Drake and Solon Bixler), the band auditioned Tomo Miličević to complete the band's official roster. <a href=""https://www.last.fm/music/+noredirect/Thirty+Seconds+to+Mars"">Read more on Last.fm</a>",796272,16301990,
Elitist,"1. an American progressive metalcore band from Los Angeles, California, signed to Equal Vision Records. They have recorded three EP's and one full-length album to date, the most recent release being Between the Balance, released on July 30, 2013.

Chris Balay - Vocals
Julian Rodriguez - Guitar
Brian McGraw - Bass
Ben Kazenoff - Drums

2. Sludge/crust band from Portland, Oregon. (Changed name to Bastard Feast in 2013)

3. Avant-garde death metal band from Copenhagen, Denmark. <a href=""https://www.last.fm/music/Elitist"">Read more on Last.fm</a>",46855,936424,It Prevails
Rainbow Kitten Surprise,"Rainbow Kitten Surprise and all five of its members hail from the mountains of Boone, North Carolina. With catchy, yet deep lyrical meaning, beautifully designed bass lines, and melodic guitar riffs, their unique sound will keep you humming their tunes all day long. The Alternative/Indie-Pop band takes influence from great artists like Modest Mouse, Lana Del Rey, and Kings of Leon.

RKS was formed in early 2013 when the first two members, Ela Melo and Darrick ""Bozzy"" Keller, decided to begin writing and composing music together. <a href=""https://www.last.fm/music/Rainbow+Kitten+Surprise"">Read more on Last.fm</a>",779757,27765200,Matt Maeson
Shinedown,"Shinedown is a Hard Rock band from Jacksonville, Florida. Shinedown was formed in early 2002 by Brent Smith, Jasin Todd, Brad Stewart, and Barry Kerch. They have released seven albums on Atlantic Records: ""Leave a Whisper"" (2003),""Us and Them"" (2005), ""The Sound of Madness"" (2008), ""Amaryllis"" (2012), ""Threat to Survival"" (2015) , ""Attention Attention"" (2018) and 
""Planet Zero"" (2022). As of 2018, the band has had 23 Top 5 hits on Mainstream Rock radio, including 12 number one singles, and a Top 10 hit on the Hot 100 with ""Second Chance"". <a href=""https://www.last.fm/music/Shinedown"">Read more on Last.fm</a>",1525230,50757645,Theory of a Deadman
Klank,"More than one artist is called Klank.

1.
     Splicing the mosh pit and the dance floor, this wrecking machine originally from New York known as KLANK released their debut album ""Still Suffering"" on the Seattle-based Tooth & Nail Records in 1996. Breaking musical boundaries with a sound described as 'dancy, aggressive, electronically infused groove', KLANK spent 18 weeks on the CMJ Top 40 charts and their monster single ""Downside"" which was added to over 170 radio stations nationwide. <a href=""https://www.last.fm/music/Klank"">Read more on Last.fm</a>",13910,172007,Deprogrammed
All-American Rock Party," <a href=""https://www.last.fm/music/All-American+Rock+Party"">Read more on Last.fm</a>",1,1,
CNTS,"CNTS is drummer Kevin Avery (Retox/Planet B), guitar player Michael Crain (Dead Cross/Retox), singer Matt Cronk (Qui), bass player Keith Hendriksen (Virginia Reed) and guitar player Sterling Riley (Hepa.Titus). Cunts was produced by Michael Crain <a href=""https://www.last.fm/music/CNTS"">Read more on Last.fm</a>",744,12209,
Eldest 11,"A little something dark. A little something different. All in the name of love, loss, pain and the ""little things""......
Band from: The Shadows, Savannah, GA 31406, USA / Label: BreakFaith / Genre: Industrial, Nu metal, Alt. metal <a href=""https://www.last.fm/music/Eldest+11"">Read more on Last.fm</a>",8406,376234,Saturate
Last In Line,"There are at least two bands using the name Last in Line

1) Last in Line a WMHC band. Released 1 demo 2 7"" and 1 LP (gloom rec. deranged rec.) play pis off fast hardcore like   deep wound, negative approach.
other bands nowday: 
electric eyes 
out cold
guilt lust
 
2) Last in Line is a band founded by former Dio musicians Vivian Campbell (Def Leppard, Sweet Savage), Vinny Appice (Black Sabbath, Heaven & Hell), the late Jimmy Bain (Rainbow) and Claude Schnell (Glenn Hughes, Impellitteri) with singer Andrew Freeman (Hurricane, Lynch Mob). <a href=""https://www.last.fm/music/Last+In+Line"">Read more on Last.fm</a>",10319,126617,Black Star Riders
Robber's Roost," <a href=""https://www.last.fm/music/Robber%27s+Roost"">Read more on Last.fm</a>",3741,31854,King Strang
Jack's Mannequin,"Jack’s Mannequin started off as a side-project of Andrew McMahon, who is the vocalist, pianist and main songwriter of the band Something Corporate but has now become his main project. The band is based in Orange County, California. The name Jack’s Mannequin originated from one of McMahon’s songs called Dear Jack, which was written about a friend of his whose brother was diagnosed with childhood leukemia. Andrew himself was diagnosed with leukemia on June 1 <a href=""https://www.last.fm/music/Jack%27s+Mannequin"">Read more on Last.fm</a>",769532,27110731,Something Corporate
Fucked Up,"Fucked Up is a hardcore punk band from Toronto, Ontario, Canada.

The band formed and played their first shows in early 2001. The initial practicing lineup consisted of 10,000 Marbles (Guitar), Concentration Camp (Vocals), and Mustard Gas (Bass Guitar). Just prior to recording their demo tape, Concentration Camp moved to guitar and vocal duties were taken over by Pink Eyes (also known as Mr. Damian). Drums are played by Mr. Jo (also credited as G. Beat or J. Falco) and Young Governor was added as a third guitarist in 2007. <a href=""https://www.last.fm/music/Fucked+Up"">Read more on Last.fm</a>",250488,8201460,Chubby and The Gang
Disciple,"1. Christian hard rock outfit Disciple rose out of Knoxville, Tennessee, in the mid-'90s, eventually breaking out with their Dove Award-nominated second album, 1999's This Might Sting a Little Bit. Over the following decade, Disciple's heavy alt-metal style continued to earn fans thanks to popular albums like Scars Remain and Southern Hospitality. By the 2010s, they'd also established themselves as a consistent crossover act, extending beyond the <a href=""https://www.last.fm/music/Disciple"">Read more on Last.fm</a>",210111,3706763,Seventh Day Slumber
Megosh,"Megosh, are an Alternative / Progressive Rock band signed to Revival Recordings, and hailing from Baltimore, MD. They are an all original band with alluring harmonies, and driving riffs. <a href=""https://www.last.fm/music/Megosh"">Read more on Last.fm</a>",20801,254228,A Lot Like Birds
Black Sites,"1)  Black Sites is a Hamburg electro act. Members are F#x and Helena Hauff.

2) Black Sites is a progressive metal band from Chicago, IL. <a href=""https://www.last.fm/music/Black+Sites"">Read more on Last.fm</a>",6011,77812,Lör
MISSIO,"Matthew Brue. 

Missio: (miss-ee-o) - Latin for ""mission."" Inspired by the words ""All are from the dust, and to the dust all return,"" Missio seeks purity in broken things through minimalistic songwriting. 

The art of creating has become something that continues to show him that beauty and purity are found in all aspects of life. In times of emotional distress, he write songs. In times of invigorating happiness, he write songs. There has become an <a href=""https://www.last.fm/music/MISSIO"">Read more on Last.fm</a>",394469,8125109,8 Graves
,,,,
My Epic,"[From myepic.net]
The story that is My Epic has been in the works for several years. The whole process started in 1998 when Aaron, Jesse, and Matt first started playing together in what quickly became their first band, The Right Wing Conspiracy, later known as Shaddai. Through their experiences together, the five boys in Shaddai grew as musicians and as a band, and by the summer of 2004, after playing shows ranging from their home town of Fredericksburg <a href=""https://www.last.fm/music/My+Epic"">Read more on Last.fm</a>",25232,700944,House of Heroes
Colossus,"There are at least 13 artists under this name:

1. Colossus is an Oakland-based hip-hop collective from California led by Charlie Tate. The group is signed to OM Records and has released one album, West Oaktown, as well as an album of remixes.

2. The Stoner/Heavy Metal band from Vicksburg, Mississippi, whom formed in 2003, and self-released a Demo. ""Green Earth"" is a song by this band.

3. A London-based band taking influences from blues rock, hip-hop, grunge, metal and ripped up beats. <a href=""https://www.last.fm/music/Colossus"">Read more on Last.fm</a>",55084,427290,Impending Doom
Archetypes Collide,"Arizona quintet Archetypes Collide — Kyle (vocals), Tyler (drums), Brandon (guitar), Jared (guitar), and Ky (bass) — have been grinding and building a name for themselves since 2014. They've released two EPs, a handful of singles and covers, and set out on tour to get their road legs under them as live performers. Archetypes Collide eventually captured the attention of Beartooth's Oshie Bichar, who began working with the band in the studio and helping to shape their sound. <a href=""https://www.last.fm/music/Archetypes+Collide"">Read more on Last.fm</a>",20206,203039,Awake at Last
Lines in The Sky,"There's 2 bands with this name:


Alternative / prog rock band from Nashville, TN, USA.
Formed by brothers Jesse and Bowman Brock (vocals/guitar and percussion, respectively) and completed by bassist Ben McAnelly.

-----------------------------------------------------------------------------------------------

Lines in The Sky are a three piece experimental rock band from Otley, Leeds. We have some sketchy, but listenable demo songs up for your ears, and we'll hopefully get around to doing some decent versions of them (and more) soon enough. <a href=""https://www.last.fm/music/Lines+in+The+Sky"">Read more on Last.fm</a>",1317,12022,The Tea Club
Year Of The Locust,"100,000 miles on the road. 4 years. We’re just getting started. 
New York’s Year of the Locust is doing things the old fashioned way. Rather than relying on false accolades and manufactured hype, the band has taken their furious live show and stellar songwriting to the masses directly. Extensive touring throughout the country has endeared the band to fans and peers alike. Their new single, “Stay Alive,” is a redemption song; ‘when you're thinking of giving up. <a href=""https://www.last.fm/music/Year+Of+The+Locust"">Read more on Last.fm</a>",256,4555,Mick Blankenship
Creek," <a href=""https://www.last.fm/music/Creek"">Read more on Last.fm</a>",2768,24207,Ghostt
BlackRain,"Formed in 2006 in the French Alps and BlackRain have three self-produced albums under their belts, countless concerts in France, Europe and even. In the fast-changing but predictable musical industry today Columbia / Sony signs a French rock act

To be able to reach this point BlackRain, then featuring three original members Swan, MatH, Max 2 and Frank F., worked unbelievably hard, deciding to relocate to Paris where they were able to dedicate themselves full time to music and to work closer to Dany T. <a href=""https://www.last.fm/music/BlackRain"">Read more on Last.fm</a>",8552,256692,The Cruel Intentions
Story of the Year,"Story of the Year is a post-hardcore/alternative rock band from St. Louis, Missouri originally formed in 1995.

The band consists of vocalist Dan Marsala, lead guitarist Ryan Phillips, rhythm guitarist and back up vocalist Philip Sneed, bassist Adam Russell and drummer Josh Wills. Initially named Big Blue Monkey, they changed their name to Story of the Year in 2002 because a blues group of the same name had already existed.

It would not be until <a href=""https://www.last.fm/music/Story+of+the+Year"">Read more on Last.fm</a>",1046704,25011406,Silverstein
Above The Broken,"Members:
Vinny Win - Vocals
Logan Cheshier - Vocals / Bass
Garret Dodgion - Guitar
Alex Christian - Guitar
Jakub Dodgion - Drums

Biography:
Above The Broken is a Post-Hardcore / Metalcore band from Portland, OR. We are a group of dedicated hardworking individuals who came from very distant places and very different backgrounds to create this band. Our music has many different elements to it including overall melodic, fun riffs, synth, massive build ups into heavy breakdowns, catchy chorus' and heavy, but catchy screaming. <a href=""https://www.last.fm/music/Above+The+Broken"">Read more on Last.fm</a>",9751,111411,
Salvation,"There are at least five bands called Salvation.

1. Salvation was a hardcore punk band from Pennsylvania, United States. Members went on to play in bands such as Night Sins, Anxiety Hammer, Latishia's Skull Drawing, Human Headstone, and Carnivorous Bells.

2. Salvation is one of the original Leeds based post-punk/goth bands. Formed in 1983, they released their first 12"" on Merciful Release, the Sisters of Mercy's label. Salvation went on to become regular visitors to the Indie Top 20 alongside their contemporaries: The Mission <a href=""https://www.last.fm/music/Salvation"">Read more on Last.fm</a>",14785,161684,Play Dead
Sea in the Sky,"Sea In The Sky is a progressive post-hardcore band from Redwood City/San Francisco Bay Area, California, United States.

The band was founded in July 2012. The band is known for hard hard hitting, groovy rhythms with tasty, soulful vocals and great leads.

Members:
Sam Kohl - Vocals
Rodney Dudum - Guitar
Cameron Stucky - Guitar
Johan Guerra - Bass
Daniel Larsen - Drums

Jakob Bray - Guitar

seainthesky.bandcamp.com
facebook.com/seaintheskymusic
twitter.com/seaintheskyca
instagram.com/seaintheskymusic <a href=""https://www.last.fm/music/Sea+in+the+Sky"">Read more on Last.fm</a>",44967,724140,
Bruised But Not Broken,"Started in Charlotte, North Carolina, Bruised But Not Broken is a group of devoted Christian individuals who love to use their talents for their Lord and Savior. Although the members are only 15 and 16 years old, they are hitting the scene with a unique blend of hard-hitting metalcore with a techno twist that is captivating crowds every show they play.


Hudson Hower (vocals, lyrics)
Matt Bentley (drums)
Stevie D (guitar)
Trevor Floyd (guitar)
Zac Johnson (bass)

http://www.facebook.com/bbnbband
 <a href=""https://www.last.fm/music/Bruised+But+Not+Broken"">Read more on Last.fm</a>",4377,58293,The Gift of Ghosts
Coalesce,"Coalesce is a Kansas City based mathcore band. Their music is characterized by strange shifting tempos, noise, groove, and boundless creativity paralleled only by the band's peers in groups like Converge, Botch, and The Dillinger Escape Plan.

The band began as a hardcore unit in January of 1994 and originally consisted of Jes Steineger (guitar), Stacy Hilt (bass) and Jim Redd (drums). During this time they played under the name Breach, however, when Sean Ingram joined as a vocalist later in the year <a href=""https://www.last.fm/music/Coalesce"">Read more on Last.fm</a>",85934,1645010,Botch
Voices and Vessels,"Voices And Vessels was a 5 piece post-hardcore band formed in December of 2010 from Pittsburgh, Pennsylvania, United States. Their debut EP Destroyer was released in May 2011, a lot of shows were played and later on in 2012 they released their album Rebuilder.

Members:
Nick Dellamea - Vocals
Cody Cavanaugh - Guitar/Vocals
Zach Pishney - Guitar
Jon Budner - Bass
Art Brunazzi - Drums

Travis - Guitar (Left before Rebuilder in 2012, recorded the Destroyer EP) <a href=""https://www.last.fm/music/Voices+and+Vessels"">Read more on Last.fm</a>",3361,36046,Morgan's Accident
Theories,"facebook • • theories.us
Hometown: Seattle, WA
Booking Agent: Andrew Rice
Founded: 2011
Record Label: Metal Blade Records

Band
Rick • • Vocals
Joe • • Drums
Kush • • Bass 
Lee • • Guitar

About
""A death metal/grindcore band from Seattle, Washington. Although they only been around since 2011, they have made their presence known in the already grind-heavy Seattle scene. In the fall of 2013, Theories embarked on a west coast tour <a href=""https://www.last.fm/music/Theories"">Read more on Last.fm</a>",1505,18133,Noisem
Disturbed,"Disturbed is an American alternative metal/hard rock band from Chicago, Illinois, formed in 1994. The band includes vocalist David Draiman, bassist John Moyer, guitarist/keyboardist Dan Donegan, and drummer Mike Wengren. Former band members are vocalist Erich Awalt and bassist Steve Kmak.

The band has released six studio albums, five of which have consecutively debuted at number one on the Billboard 200. Disturbed went into hiatus in October 2011 <a href=""https://www.last.fm/music/Disturbed"">Read more on Last.fm</a>",3061758,136491771,Godsmack
Sorcia,"Stoner/sludge/doom metal from, Seattle, Washington, United States

Bandcamp <a href=""https://www.last.fm/music/Sorcia"">Read more on Last.fm</a>",640,4293,Sun Crow
Screams Of Syrens," <a href=""https://www.last.fm/music/Screams+Of+Syrens"">Read more on Last.fm</a>",6571,33791,Relentless 3
Fall Out Boy,"Fall Out Boy are a pop punk band formed in 2001 in Glenview, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>",4174829,287047479,Patrick Stump
Twenty One Pilots,"Twenty One Pilots (stylized in all lowercase or as twenty øne piløts) is an American musical duo from Columbus, Ohio. Initially a band, the group was formed in 2009 by lead vocalist Tyler Joseph along with Nick Thomas and Chris Salih, who both left in 2011. Since their departure, the line-up has consisted of Joseph and drummer Josh Dun. The duo is best known for their singles ""Stressed Out"", ""Ride"", and ""Heathens"". The group received a Grammy Award for Best Pop Duo/Group Performance at the 59th Annual Grammy Awards for ""Stressed Out"". <a href=""https://www.last.fm/music/Twenty+One+Pilots"">Read more on Last.fm</a>",2485790,242169763,
Saint Motel,"Saint Motel (stylized as SAINT MOTEL) is an American indie pop band from Los Angeles whose music has been described as everything from ""dream pop"" to ""indie prog"". The band consists of A/J Jackson (lead vocals, guitar, piano), Aaron Sharp (lead guitar), Dak Lerdamornpong (bass), and Greg Erwin (drums). 

Their debut EP, ForPl, was released in 2009. The band's first full-length album, Voyeur, was released in 2012. 

Their second album, saintmotelevision, was released in 2016.  <a href=""https://www.last.fm/music/Saint+Motel"">Read more on Last.fm</a>",990555,19734698,The Happy Fits
Year of the Goat,"“They walk through the mist, to an ancient place, gathering for the King, to invoke his name, potion from the darkest well, opens for pagan souls, hear the angels of heaven wailing, as they call for the lord of darkness...”

The setting is one of archetypal horror: a gathering of evil entities celebrating the coming of their king in a secluded, rural place pregnant with age and surrounded by mystery, a picture audibly painted close to perfection by so many dark luminaries in the past – Pentagram, Black Sabbath, Black Widow, Coven... <a href=""https://www.last.fm/music/Year+of+the+Goat"">Read more on Last.fm</a>",40417,715676,The Devil's Blood
Arson Anthem,"Arson Anthem is a Southern Hardcore Punk project whose lineup is as follows: Mike Williams (vocals; Eyehategod), Phil Anselmo (guitar; Pantera, Down, Superjoint Ritual), Hank Williams III (drums; Assjack, Superjoint Ritual), and Collin Yeo (bass guitar). According to Williams, the group spent 6 days in Houston, Texas recording eight songs in the spring of 2006. Their self-titled debut EP was released on February 19, 2008 through Housecore Records. <a href=""https://www.last.fm/music/Arson+Anthem"">Read more on Last.fm</a>",19002,278975,Toxic Narcotic
Anti-Flag,"Anti-Flag was an American punk rock band from Pittsburgh, Pennsylvania, United States. The band is well known for its politically charged lyrics and activism, focusing on human rights and various left-wing causes. The line-up includes singer/guitarist Justin Sane and drummer Pat Thetic, who founded the band together; later members are guitarist Chris Head, and singer/bassist Chris Barker (#2) who replaced Jamie ""Cock"" Towns, who had replaced original bassist Andy Flag in 1997 following his departure one year prior. <a href=""https://www.last.fm/music/Anti-Flag"">Read more on Last.fm</a>",935396,32618242,Pennywise
Sandrider,"Sandrider is an unearthly loud and brutal RAWK band from Seattle, WA. The trio is comprised of Jon Weisnewski (Akimbo, Homo Eradicus, White Jazz) on guitar,  Jesse Roberts (Ruby Doe, Kid Congo) on bass and Nat Damm (Akimbo, Tight Bros From Way Back When, Automaton) on drums. 

They recorded their Self Titled debut with Matt Bayles at The Red Room in 2010.

www.facebook.com/sandriderseattle

 <a href=""https://www.last.fm/music/Sandrider"">Read more on Last.fm</a>",6361,103124,Hark
Rancho Relaxo,"Rancho Relaxo was formed back in 2002, when Inge Kjetil Sandvik Malmedal bought an old 70s Crumar organ from his neighbor, and with his electric guitar and a 4-track tape machine, he started to make music. Then Martin Schram, a longtime friend, joined in on the organ and they started to tape hours and hours of improvised music. The music was a mix between the noise of Sonic Youth, melodies of Jesus and Mary chain and the drone of Spacemen 3. Droning guitar, monolithic organ and sometimes howling vocals; the style came naturally. <a href=""https://www.last.fm/music/Rancho+Relaxo"">Read more on Last.fm</a>",11182,137622,Chatham Rise
Fright Years," <a href=""https://www.last.fm/music/Fright+Years"">Read more on Last.fm</a>",2121,8947,dani mack
Glass Crown," <a href=""https://www.last.fm/music/Glass+Crown"">Read more on Last.fm</a>",6716,57008,"As Within, So Without"
Brighter Than a Thousand Suns,"Starting in 2007 and adopting a post-hardcore sound, Brighter Than A Thousand Suns had already graced the pages of Alternative Press and taken national tours before catching the attention of Tragic Hero Records, a partnership which yielded the band’s 2011 full-length entitled ""Survival Machines”. After leaving Tragic Hero Records, the band gradually shifted away from their straight-up post-hardcore beginnings to incorporate more of an 80’s synth rock sound to accompany their darker aggressive side. <a href=""https://www.last.fm/music/Brighter+Than+a+Thousand+Suns"">Read more on Last.fm</a>",11473,86671,Venues
Aesop,"1.) Blackened hardcore / post-metal from Switzerland.

https://www.facebook.com/aesopband/info

2.) Electronic from Nashville.

www.myspace.com/aesop87 


3.) Emcee from Living Legends.

Also Known as Aesop the Original and Asop.
 <a href=""https://www.last.fm/music/Aesop"">Read more on Last.fm</a>",4557,31242,Bicasso
Wolves & Machines,"Wolves & Machines was an experimental post-hardcore/alternative rock band formed in 2008 in Saginaw, Michigan, United States. They brought a high energy live show while maintaining a certain level of technicality. Wolves & Machines released their first full length record in 2010, which was recorded at Random Awesome! Recording Studio in Bay City, Michigan. ""Ailments"", is available in stores and through Capeside Records. Later they released Remedies in 2012, Since Before Our Time in 2014 and Evergreen in 2021. <a href=""https://www.last.fm/music/Wolves+&+Machines"">Read more on Last.fm</a>",1865,60190,Your Best Friend
Halestorm,"
Halestorm is a rock band from Pennsylvania (US) that signed a recording contract with Atlantic Records, a major recording label, on June 28, 2005. The group has released four albums on Atlantic: ""Halestorm"" (2009), ""The Strange Case Of..."" (2012), ""Into the Wild Life"" (2015), and ""Vicious"" (2018); won a Grammy for ""Love Bites (So Do I)"", and charted three #1 singles on Mainstream Rock. The group has been consistently active, writing and performing original music since the mid-1990's and becoming increasingly successful. <a href=""https://www.last.fm/music/Halestorm"">Read more on Last.fm</a>",639930,24969774,Dorothy
limbs,"There are multiple artists with this name:

1. LIMBS (often shown in all-caps) is a post-hardcore outfit hailing from Tampa Bay, Florida. Originally formed in 2013 under a different moniker, LIMBS released their debut album entitled ‘Dead Ends’ before undergoing a fairly drastic lineup change. After taking eight months to reform, LIMBS released their sophomore release ‘Admission,’ in late 2014.

2. Grindcore/Noisecore/Experimental band from Manila, Philippines. <a href=""https://www.last.fm/music/limbs"">Read more on Last.fm</a>",22201,220632,
Hidden Hospitals,"Hidden Hospitals is an alternative progressive rock band from Chicago, IL. 
The band consists of members of Damiera and Kiss Kiss.

Hidden Hospitals // EP 001 + EP 002 are avaialble now on iTunes, Spotify, Rdio and Bandcamp. 

David Raymond (Vocals/Guitar)
Steve Downs (Guitar)
Jared Karns (Drums)
John Scott (Bass/Vocals) <a href=""https://www.last.fm/music/Hidden+Hospitals"">Read more on Last.fm</a>",7973,140960,Damiera
Paramore,"Paramore is an alternative rock band formed in Franklin, Tennessee, United States in 2003. The band currently consists of Hayley Williams (vocals, keyboard), Taylor York (guitar) and Zac Farro (drums). They have released six studio albums: All We Know Is Falling, RIOT! , Brand New Eyes, their first Billboard 200 chart topper Paramore, After Laughter and their grammy winning sixth studio album This is Why .

Paramore, as a quartet, released their debut studio album, All We Know Is Falling, in 2005. <a href=""https://www.last.fm/music/Paramore"">Read more on Last.fm</a>",4418635,385149725,Hayley Williams
Shortly,"Shortly is the solo project belonging to Detroit native Alexandria Maniak.

Alexandria Maniak (they/she) has always been at the heart of Shortly, but it’s a project that came together in an instant. Armed with their own songs and a ringing set of chords, they introduced themselves in a Michigan backyard with the name they’ve repeated while sharing the stage with everyone from Aaron West and the Roaring Twenties to Phoebe Bridgers. Audiences and listeners alike dove headfirst into 2018’s Richmond EP <a href=""https://www.last.fm/music/Shortly"">Read more on Last.fm</a>",8852,92699,Tiny Blue Ghost
Currents,"1. Currents is an American metalcore band formed in 2011 in Newtown, Connecticut in 2011 by former drummer Jeff Brown. After numerous line-up changes, they consist of singer Brian Wille, guitarists Ryan Castaldi and Chris Wiseman, bassist and backing vocalist Christian Pulgarin, and drummer Matt Young. Since 2018, no original members remain with the band. 

The band formed as We Came As Plague in 2009. They reformed as Currents and added Patrizio Arpaia on vocals to bring the band full circle.  <a href=""https://www.last.fm/music/Currents"">Read more on Last.fm</a>",196586,11783829,Invent Animate
Substratum,"Substratum is a band from Seattle, WA that plays Heavy Metal Rock 'N' Roll.

https://substratum-seattle.bandcamp.com/

https://www.facebook.com/substratumband

Amy Lee Carlson - Lead Vocals
Jonny Haynes - Guitars / Vocals 
Max Nazaryan - Guitars 
Lane Storli - Bass 
Eric Smith - Drums <a href=""https://www.last.fm/music/Substratum"">Read more on Last.fm</a>",618,7890,Skelator
Yeah Yeah Yeahs,"Yeah Yeah Yeahs is an American rock band formed in New York City in 2000. The group is composed of vocalist Karen O, guitarist Nick Zinner, and drummer Brian Chase. The band has recorded five studio albums; originally signed to independent Touch and Go Records, their first four albums were released by major record label Interscope. The first, Fever to Tell, was released in 2003. The second, Show Your Bones, was released in 2006 and was named the second best album of the year by NME. <a href=""https://www.last.fm/music/Yeah+Yeah+Yeahs"">Read more on Last.fm</a>",3394810,108476630,Metric
Rosaline,"Rosaline (pronounced «roz-ah-line) was a post-hardcore band from Chicago/Naperville, Illinois, United States.

Rosaline holds true to the consonant aggression and honest authenticity of the early 2000 melodic post hardcore movement. Their sounds, and more importantly their musical cognition are comparable to the undeniably impacting, harmonious and heart felt intensity of The Changing of Times, Full Collapse and The Satellite Years era. Concentrated musical thinking behind each song provides a glimmer of light shining through for fans of true <a href=""https://www.last.fm/music/Rosaline"">Read more on Last.fm</a>",37640,441459,I Am Alpha and Omega
Longview,"There are at least artists two using this name:
1) a British indie rock band that split in 2015
2) an American bluegrass group

1) Longview was a British indie rock band formed in 2002. Two members of the band met in Winchester, England, later moving to Manchester where the band gelled into it’s first line-up: lead singer/guitarist Rob McVey, bassist Aidan Banks and drummer Matt Dabbs. Doug Morch joined as lead guitarist in 2003; and in 2005 German keyboard-player Ulrich Schnauss began contributing. <a href=""https://www.last.fm/music/Longview"">Read more on Last.fm</a>",62109,577829,Athlete
We're Wolves,"We're Wolves is a 5-piece Melodic Metalcore band from West Palm Beach, FL - USA. Members: AJ Diaferio - Vocals, Jeremy Matthew - Guitars, Tony Cardillo - Guitars, Andrew Salazar - Bass, Jesse Secatello - Drums. Their latest record called 'Evil Things' out now. <a href=""https://www.last.fm/music/We%27re+Wolves"">Read more on Last.fm</a>",15285,87122,Cabin Boy Jumped Ship
Lurk,"There are three bands named Lurk.

1. Finnish death/doom/sludge metal band that released a full length in 2012. Myspace: http://www.myspace.com/lurkdoom

2. Lurk has been listening to electronic music since his first party, an Orb album launch party in 1993; he discovered psytrance about a year and a half after that and bought decks in '96, initially because all the best music was on vinyl. When vinyl started to die out, he invested in cdj's and went on from there. <a href=""https://www.last.fm/music/Lurk"">Read more on Last.fm</a>",31566,267216,Ignominy
10 Years,"10 Years is an alternative rock/alternative metal band which formed in Knoxville, Tennessee, United States in 1999. The band consists of Jesse Hasek (vocals), Ryan Johnson (guitar), Lewis Cosby (bass) and Brian Vodinh (drums, guitar). The band is currently augmented live by Matt Brown (drums).

The band has released eight albums in their career: ""Into the Half Moon"" (2001), ""Killing All that Holds You"" (2004), ""The Autumn Effect"" (2005), ""Division"" (2008) <a href=""https://www.last.fm/music/10+Years"">Read more on Last.fm</a>",723743,15194514,Evans Blue
Sweet Trip,"Sweet Trip was a glitch pop and experimental rock band from San Francisco, consisting of Roberto Burgos and Valerie Cooper. Roberto met former band member Viet Le at a high school talent show sign up and the two went on to form the band in 1993. Past members include Valerie Cooper (guitar and vocals, 1993-2022), Viet Le (drums and bass, 1993-2000), Aaron Porter (bass, 1998-2009), and Rob Uytingco (drums, 2000-03). The band is known well for their fusion of shoegaze, idm, electronica, ambient and indie pop. <a href=""https://www.last.fm/music/Sweet+Trip"">Read more on Last.fm</a>",605505,29747278,Candy Claws
Linkin Park,"Linkin Park is an American rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. Categorized as alternative rock <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>",5657659,475578396,Mike Shinoda
