Artista,Biografia,Listeners,Playcount,Artistas Similares
NØOR," <a href=""https://www.last.fm/music/N%C3%98OR"">Read more on Last.fm</a>",12,132,
Jonas Brothers,"The Jonas Brothers are an American pop rock band. Formed in 2005, they gained popularity from the Disney Channel children's television network and consists of three brothers from Wyckoff, New Jersey; Kevin Jonas, Joe Jonas and Nick Jonas. 

In the summer of 2008, they starred in the Disney Channel Original Movie Camp Rock and its sequel, Camp Rock 2: The Final Jam. They also starred as Kevin, Joe, and Nick Lucas, the band JONAS, in their own Disney Channel series JONAS, which was later re-branded for its second season as Jonas L. <a href=""https://www.last.fm/music/Jonas+Brothers"">Read more on Last.fm</a>",1711409,48687335,Joe Jonas
Kesha,"Fix your tags to Ke$ha. Songs scrobbled under this incorrect tag will scrobble to the correct tag of ""Ke$ha"" if Autocorrect is enabled. However, it is recommended that your ID3 tags are corrected to the correct name of this artist. <a href=""https://www.last.fm/music/+noredirect/Kesha"">Read more on Last.fm</a>",1750800,49765438,
Scarlett Noir," <a href=""https://www.last.fm/music/Scarlett+Noir"">Read more on Last.fm</a>",8,13,
Charlotte Lawrence,"Charlotte Lawrence has been building steam since her first EP 'Young' came out in 2017 and was streamed in the millions, but over the course of 2020 the 20-year-old musician has slowed down, consolidated and spent the time discovering her voice, her style, her story. Over FaceTime from the floor of her bedroom in Los Angeles, she talks with unbridled enthusiasm at a hundred miles an hour about her sonic influences, her life inspirations, her struggles, her hopes and dreams. <a href=""https://www.last.fm/music/Charlotte+Lawrence"">Read more on Last.fm</a>",463703,6571219,Olivia O'Brien
Jerk,"There is more than one band called JerK:

1. Jerk is an industrial metal band from Sydney, Australia, comprised of Johnathan Devoy (vocals), Lamar Lowder (drums), Charles Cilia (guitar) and Leeno Dee (bass).

They released a self-titled 6 track EP in 2001, which led to an appearance at the long-running Metal For The Brain festival in Canberra in 2001, and in April 2002 were signed to Sony Records.

Their full-length debut album, When Pure Is Defiled, was released in 2003. <a href=""https://www.last.fm/music/Jerk"">Read more on Last.fm</a>",77568,517826,Static-X
Selena Gomez,"Selena Marie Gomez (born July 22, 1992 in Grand Prairie, TX) is an American singer, actress and film producer. Gomez began her acting career on the children's television series Barney & Friends (2002–2004). As a teenager, she rose to prominence for starring as Alex Russo on the Disney Channel television series Wizards of Waverly Place (2007–2012). Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009) <a href=""https://www.last.fm/music/Selena+Gomez"">Read more on Last.fm</a>",2416309,150245842,Selena Gomez & the Scene
dereck d.a.c.," <a href=""https://www.last.fm/music/dereck+d.a.c."">Read more on Last.fm</a>",1753,7905,Para Fiction
Pierre Colin,"Pierre Colin (fl. 1539–1569) was a French composer active at the Cathedral of Autin between about 1539 and 1569, as maistre des enfants and organist. Chiefly a composer of sacred music, seven chansons are ascribed to him in the publications of Attaingnant and Du Chemin. Text of “Comment, mon cueur”apparently from G. d’Aurigny’s Tuteur d’amour of 1546. William C. Lengefeld, “Colin, Pierre,” New Grove 2, VI, 106-07. <a href=""https://www.last.fm/music/Pierre+Colin"">Read more on Last.fm</a>",24,84,Eustorg de Beaulieu
Mabel,"Mabel Alabama Pearl McVey (born on 19 February 1996 in Málaga, Spain) is a British singer and songwriter. She is the daughter of Swedish hit singer Neneh Cherry and British hit producer Cameron McVey. At age fifteen, Mabel enrolled at the Stockholm music school Rytmus Musikergymnasiet, a music high school, where she took a three-year course in songwriting, production and music theory.

Mabel released her debut single ""Know Me Better"" in July 2015, which caught the attention of BBC Radio 1 DJ Annie Mac, who made the song her Tune of the Week. <a href=""https://www.last.fm/music/Mabel"">Read more on Last.fm</a>",616300,11636962,Rita Ora
Computer Graphics," <a href=""https://www.last.fm/music/Computer+Graphics"">Read more on Last.fm</a>",7055,65069,Rad Machine
Aryana León," <a href=""https://www.last.fm/music/Aryana+Le%C3%B3n"">Read more on Last.fm</a>",68,257,"Yaadcore, Pressure Busspipe & I Wayne"
Lilly Oxford," <a href=""https://www.last.fm/music/Lilly+Oxford"">Read more on Last.fm</a>",3386,11902,James Major
The Jagged Edges," <a href=""https://www.last.fm/music/The+Jagged+Edges"">Read more on Last.fm</a>",3432,11632,Chelsea Lee Greenwood
Le Monkey," <a href=""https://www.last.fm/music/Le+Monkey"">Read more on Last.fm</a>",223,1344,Linctus
Jenna Raine,"Jenna Raine Simmons (born February 17, 2004), also known as Jenna Raine, is a singer-songwriter from Westlake, Texas, and former member of the girl group L2M. Her early musical influences included Ed Sheeran, Taylor Swift, and gospel music. Her first single, ""Us,"" was released in 2018, and her first EP, ""Nen,"" followed in January 2019. Later that year, she toured with Max & Harvey and In Real Life before releasing her second EP, ""Be Like You,"" in November. <a href=""https://www.last.fm/music/Jenna+Raine"">Read more on Last.fm</a>",175400,1573205,Dylan Conrique
Silk,"There's more than 1 band called Silk. For the Japanese band that was not formed by 大森絹子(Kinuko Oomori), please refer to ＳｉＬＫ.

Silk is a five-man R&B group best known for their 1993 #1 single ""Freak Me"" from their debut album Lose Control. They had another hit single from the Lose Control album ""Girl U For Me"" which helped the album reach double platinum status. They later had success with hits like ""Meeting In My Bedroom"" and ""Tonight."" <a href=""https://www.last.fm/music/Silk"">Read more on Last.fm</a>",315421,1888672,Avant
The Neighbourhood,"The Neighbourhood are an American alternative rock/dark pop band that formed in Newbury Park, California, USA in August 2011. The band consists of Jesse Rutherford, Jeremy Freedman, Zach Abels, and Mikey Margott. Brandon Fried (drums) was kicked out of the band on November 15 2022 after groping allegations. Bryan Sammis (drums) left the group in January 2014.

The band released their first EP, I'm Sorry... in January 2013, where their single Sweater Weather reached #1 in the U. <a href=""https://www.last.fm/music/The+Neighbourhood"">Read more on Last.fm</a>",3029550,257095818,Jesse®
GABEDOESNTSLEEP," <a href=""https://www.last.fm/music/GABEDOESNTSLEEP"">Read more on Last.fm</a>",1015,15712,Myojin
Gwen Stefani,"Gwen Renée Stefani  (born October 3, 1969 in Fullerton, CA) is an American singer-songwriter and fashion designer. Since 1986 she has fronted the rock band No Doubt, whose 1995 release Tragic Kingdom spawned the singles Just a Girl, Spiderwebs, and Don't Speak and propelled them into stardom with sales of 16 million copies worldwide. 

In 2004, Stefani released her first solo album Love. Angel. Music. Baby. The album featured several collaborations with producers and other artists <a href=""https://www.last.fm/music/Gwen+Stefani"">Read more on Last.fm</a>",3551417,60833172,No Doubt
Nessa Barrett,"American singer and songwriter from New Jersey. Barrett rose to prominence on the video-sharing app TikTok in 2019, though she has since transitioned into making music. Barrett began her music career in mid-2020 with the release of her debut single ""Pain"".[1] Barrett is expected to release her debut EP Pretty Poison in late 2021.

In 2019, Barrett joined the social media platform TikTok. Despite transitioning into music, Barrett has accumulated over 16 million followers on the platform as of July 2021. <a href=""https://www.last.fm/music/Nessa+Barrett"">Read more on Last.fm</a>",656944,20328155,Maggie Lindemann
Johnny Yukon,"Johnny Yukon is a Los Angeles-based, Philadelphia-bred singer/songwriter and producer who began making waves in 2015 with his beat-heavy, urban pop confections on SoundCloud. As his internet profile increased, Yukon began drawing interest from labels, and eventually settled on Atlantic. In 2017 he issued a trio of singles that began with the infectious ""Laptop,"" which was co-produced by Drake collaborator Frank Dukes. He followed up that success two months later with ""Paper"" and ""Malibu Feels. <a href=""https://www.last.fm/music/Johnny+Yukon"">Read more on Last.fm</a>",117972,887825,Anfa Rose
Ray-X,"An italian boy from Bologna who composes Drum and Bass / Breakcore / IDM. His favorite artist is Aphex Twin and draws inspiration from him as if RDJ was his teacher. Ray-X has made music since 2006 and sometimes features Nicholas (AlphaTec Inc.). He is experimenting with a new musical style called ""NoizeStyle"" which is a mix of IDM, Drum and Bass and Breakcore. In addition to this style, Ray-X listens to commercial music, electronics in general, alternative rock or something similar. <a href=""https://www.last.fm/music/Ray-X"">Read more on Last.fm</a>",15935,95158,Receptor
Daniel Seavey,"Daniel James Seavey (born April 2, 1999) is an American singer-songwriter, musician, and producer. He is 1/5 of the musical group, Why Don't We. In 2015, he appeared in the 14th season of American Idol with his rendition of Leonard Cohen's ""Hallelujah"". <a href=""https://www.last.fm/music/Daniel+Seavey"">Read more on Last.fm</a>",67743,1046786,Alex Sampson
Kieran Thomson," <a href=""https://www.last.fm/music/Kieran+Thomson"">Read more on Last.fm</a>",20,51,
Lizzo,"Melissa Jefferson (born April 27, 1988 in Detroit, Michigan, U.S.), known professionally as Lizzo, is an American rapper and singer. She is a founding member of indie hip hop groups The Chalice, Grrrl Prty, The Clerb, Ellypseas, and Absynthe. Her debut album, Lizzobangers, was released in 2013. In 2015, she released her sophomore album, Big Grrrl Small World.

Born in Detroit in the late 80’s, Lizzo spent much of her formative years in the church <a href=""https://www.last.fm/music/Lizzo"">Read more on Last.fm</a>",1462845,47161820,Chlöe
Sassydee," <a href=""https://www.last.fm/music/Sassydee"">Read more on Last.fm</a>",13330,58697,alegra
Killswitch,"There are more than one artist with this name:

1) KillSwitch is formed by the two twisted minds of J Switch (Daniel Jensen) and Killafoe (Evan Scott) in early 2005. Both of them coming from differnt musical backgrounds but allways having their similar thinking lead to a path of wartorn devastation where punters in the crowd would often engage in a biff... literally.

Killafoe discovered jungle/dnb through his older brother. Heavily influenced by the sound, he took up mixing at the age of 14. <a href=""https://www.last.fm/music/Killswitch"">Read more on Last.fm</a>",11256,48792,One Hit Wonder
Justin Holt," <a href=""https://www.last.fm/music/Justin+Holt"">Read more on Last.fm</a>",670,6950,Jordan Rowe
Lonely Earth," <a href=""https://www.last.fm/music/Lonely+Earth"">Read more on Last.fm</a>",334,715,DJ Spoony
Tripzy Leary," <a href=""https://www.last.fm/music/Tripzy+Leary"">Read more on Last.fm</a>",1803,12366,GDubz (CAN)
Ed Askew,"Ed Askew (born Edward C. Askew in Stamford, Connecticut, in 1940) is an American singer-songwriter and painter who first recorded in 1968. He collaborated with Sharon Van Etten on his 2013 album For the World.

Askew is known for his album in the original ESP Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn. 

Years later, thanks to detective work by Clint Simonson of the De Stijl Records imprint, it <a href=""https://www.last.fm/music/Ed+Askew"">Read more on Last.fm</a>",35577,240377,Judee Sill
Alba Fox," <a href=""https://www.last.fm/music/Alba+Fox"">Read more on Last.fm</a>",236,1717,Daniel Outlaw
Bellevue Days,"Alternative, Rock, Indie, Grunge

Band Members
Al Bakovi - Guitar/Vocals
Lukes - Guitar/Vocals
JR - Bass/Vocals
Red Legs - Drums

Home Town
Carshalton/ Croydon <a href=""https://www.last.fm/music/Bellevue+Days"">Read more on Last.fm</a>",26530,223411,The Hot Melts
David Guetta,"Pierre David Guetta is a French DJ and music producer. He has sold over 10 million albums and 65 million singles globally, with more than 14 billion streams. In 2011, 2020, and 2021, Guetta was voted the number one DJ in the DJ Mag Top 100 DJs poll. In 2013, Billboard crowned ""When Love Takes Over"" as the number-one dance-pop collaboration of all time, with singer Kelly Rowland.

He released his first album, Just a Little More Love, in 2002. Later, he released Guetta Blaster (2004) and Pop Life (2007). <a href=""https://www.last.fm/music/David+Guetta"">Read more on Last.fm</a>",4511001,151470921,Calvin Harris
Creek," <a href=""https://www.last.fm/music/Creek"">Read more on Last.fm</a>",2768,24207,Ghostt
wiki,"Wiki is the pseudonym of Harlem rapper Patrick Morales, one third of the group RATKING. On December 7, 2015, Wiki released his first solo mixtape, Lil Me. Along with Sporting Life, a number of heavyweights produced the album, including Madlib, Kaytranada, and Harry Fraud. Wiki also put out a video for “Livin' with My Moms,” the lead single from the solo project.

 <a href=""https://www.last.fm/music/wiki"">Read more on Last.fm</a>",185407,2920611,
Meghan Trainor,"Meghan Elizabeth Trainor (born December 22, 1993 in Nantucket, Massachusetts, U.S.) is an American singer-songwriter and television personality. Trainor rose to prominence with her 2014 debut single ""All About That Bass"", which topped the U.S. Billboard Hot 100 for eight consecutive weeks and topped the charts in other countries such as Australia, New Zealand, Canada, Germany, and the United Kingdom.

At age 17, Trainor won the worldwide Sonicbids 2011 Tennessee Concerts Song Contest with her song ""You're Good With Me. <a href=""https://www.last.fm/music/Meghan+Trainor"">Read more on Last.fm</a>",1685662,34778623,Ava Max
Laura Masotto,"Violinist and composer based in Italy. Her first solo album titled 'Fireflies' was released on Lady Blunt Records. <a href=""https://www.last.fm/music/Laura+Masotto"">Read more on Last.fm</a>",10981,46001,David Norland
Chris Burke,"There are multiple musicians operating under the name Chris Burke.

1.
Composer Chris Burke has been working with electronic music and sound collage since the mid 1980s, with repertoire including the cut-up compositions of Idioglossia (Mode Avant), the dancefloor-aware culture critique of Glorified Magnified's All Wave Super (Sire), and numerous Game Boy excursions under the chipmusic project glomag. He has also scored a number of cult / horror films <a href=""https://www.last.fm/music/Chris+Burke"">Read more on Last.fm</a>",8748,29447,EchoStorms
Eterna,"Eterna é uma banda brasileira de Power Metal formada em 1995, por Danilo Lopes, Paulo Frade e Alexandre Emanuel.

1995 - Início da Banda
A banda Eterna teve sua origem em 1995 na antiga banda Refúgio, pertencente ao Mosteiro da Esperança, e era inicialmente formada por: Rita Frade, Vera Frade, Alexandre Emanuel Cláudio e Maurício Cailet. Em 1996, lançou uma fita de demonstração chamada ""Alguém Fundamental"", que tornou o trabalho conhecido <a href=""https://www.last.fm/music/Eterna"">Read more on Last.fm</a>",35482,405851,Vision Divine
,,,,
Haley Dreis,"21 year old Haley Dreis resides in Columbia, SC where critics favor her as ""one of the scene's brightest voices"" (Otis Taylor, The State newspaper) and her debut album as ""a perfectly realized and surprisingly mature and polished pop gem from the still-young Dreis, who is as promising a pop talent as Columbia's ever seen"" (Patrick Wall, Columbia Free-Times). 

Her most recent release “Taking Time” (March, 2011) was produced and recorded by Jay <a href=""https://www.last.fm/music/Haley+Dreis"">Read more on Last.fm</a>",713,5283,Becka Pimenta
Minority 905," <a href=""https://www.last.fm/music/Minority+905"">Read more on Last.fm</a>",5510,39041,Terabrite
Anne-Marie,"Essex, England-born Anne-Marie Nicholson was no stranger to performing by the time her debut EP dropped in 2015, having shared the stage as a 12-year-old with none other than Jessie J in a West End production of Whistle Down the Wind. She also auditioned for Les Misérables without telling her parents, and was offered a part. It was a risk that paid off, as it served to open her parents' eyes to her singing ability. Aside from West End commitments <a href=""https://www.last.fm/music/Anne-Marie"">Read more on Last.fm</a>",976051,17094751,Rita Ora
Ellie Goulding,"Ellie Goulding (born Elena Jane Goulding, 30 December 1986 in Hereford, England) is an English singer-songwriter. Having caught the public's attention in 2010 with her singles ""Starry Eyed"" and ""Guns and Horses,"" British vocalist Ellie Goulding quickly rose to the top of the charts with her infectious electronic pop sound. Although she started out writing songs in a folk-inflected style, she eventually grew into a more electronic-influenced artist, touching upon dance music and ambient synth pop. <a href=""https://www.last.fm/music/Ellie+Goulding"">Read more on Last.fm</a>",3212556,121939927,Rita Ora
Joel Corry,"Joel Corry is a British DJ, producer and television personality. He rose to fame in 2019 with the release of his single ""Sorry"", with vocals by Hayley May, which reached number six on the UK Singles Chart. In 2020, Corry released the singles ""Lonely"" and ""Head & Heart."" <a href=""https://www.last.fm/music/Joel+Corry"">Read more on Last.fm</a>",710869,10125403,Nathan Dawe
SPIRAL INSTINCT," <a href=""https://www.last.fm/music/SPIRAL+INSTINCT"">Read more on Last.fm</a>",238,1916,Nebuchadnezzar
Workout Buddy," <a href=""https://www.last.fm/music/Workout+Buddy"">Read more on Last.fm</a>",7255,29205,Running Music Workout
Aaaron," <a href=""https://www.last.fm/music/Aaaron"">Read more on Last.fm</a>",11430,40650,INVŌKER
Griffin Brown," <a href=""https://www.last.fm/music/Griffin+Brown"">Read more on Last.fm</a>",1784,4173,Lux Prima
Twenty One Pilots,"Twenty One Pilots (stylized in all lowercase or as twenty øne piløts) is an American musical duo from Columbus, Ohio. Initially a band, the group was formed in 2009 by lead vocalist Tyler Joseph along with Nick Thomas and Chris Salih, who both left in 2011. Since their departure, the line-up has consisted of Joseph and drummer Josh Dun. The duo is best known for their singles ""Stressed Out"", ""Ride"", and ""Heathens"". The group received a Grammy Award for Best Pop Duo/Group Performance at the 59th Annual Grammy Awards for ""Stressed Out"". <a href=""https://www.last.fm/music/Twenty+One+Pilots"">Read more on Last.fm</a>",2485790,242169763,
Chelsea Locklear," <a href=""https://www.last.fm/music/Chelsea+Locklear"">Read more on Last.fm</a>",113,402,Wyld
Lauv,"Ari Staprans Leff (born August 8, 1994), known by his stage name Lauv, is an American musician. His debut EP titled Lost in the Light was released in 2015. He is best known for his 2017 single, I Like Me Better & The Other which charted at #17 in Billboard's Spotify Velocity.

Interested in music from a young age, the San Francisco-born Leff took piano and viola lessons as a child before picking up the guitar around age 11. During high school, he played in several bands and studied jazz before discovering electronic music production. <a href=""https://www.last.fm/music/Lauv"">Read more on Last.fm</a>",1396672,61965847,Lany
Catch the Rise," <a href=""https://www.last.fm/music/Catch+the+Rise"">Read more on Last.fm</a>",627,2354,bxdhxunt
Marshmello,"(1) Chris Comstock, better known by his stage name Marshmello, was born on May 19, 1992. He is an American electronic dance music producer and DJ. He first gained international recognition by remixing songs by Jack Ü and Zedd, and later collaborated with artists including Omar LinX, Ookay, Jauz and Slushii. In January 2017, his song ""Alone"" appeared on the U.S. Billboard Hot 100 chart.
In 2018, he released ""Friends"", a collaboration with British singer Anne-Marie which peaked in the top 20 in the US. <a href=""https://www.last.fm/music/Marshmello"">Read more on Last.fm</a>",2013583,51355330,Martin Garrix
Gen Pop,"l o - f i 
b e d r o o m 
p o p

Noise rock band from Toronto, Ontario. <a href=""https://www.last.fm/music/Gen+Pop"">Read more on Last.fm</a>",2526,20045,Jens-Uwe Beyer
Nasty Power," <a href=""https://www.last.fm/music/Nasty+Power"">Read more on Last.fm</a>",172,397,Heartbits
Claire Bell," <a href=""https://www.last.fm/music/Claire+Bell"">Read more on Last.fm</a>",120,354,Eva Cooper
Nicole Knight," <a href=""https://www.last.fm/music/Nicole+Knight"">Read more on Last.fm</a>",16,52,
Eve Scott," <a href=""https://www.last.fm/music/Eve+Scott"">Read more on Last.fm</a>",15,25,
omar apollo,"Omar Apolonio Velasco (born May 20, 1997), known professionally as Omar Apollo, is a Mexican-American singer-songwriter from Hobart, Indiana. Apollo sings in both English and Spanish.

He started his career by creating and uploading his songs to the DIY streaming platform SoundCloud. During this time, he worked at Jimmy John's and Guitar Center and lived in an attic. In 2017, using $30 borrowed from a friend, he uploaded his song ""Ugotme"" to Spotify <a href=""https://www.last.fm/music/omar+apollo"">Read more on Last.fm</a>",1153737,48083421,
,,,,
Will Berger," <a href=""https://www.last.fm/music/Will+Berger"">Read more on Last.fm</a>",2138,13832,Andrés Galván
Caity Baser,"The break-out singer Caity Baser is another TikTok discovery artist making waves, owing to the viral success of her songs “Friendly Sex” and “X&Y“. Albeit foremost, she is grabbing attention for her use of sassy lyricism and acerbic vocal delivery above all. And where much of the music industry has been quick to draw comparisons between her musical style with Lily Allen, namely. This is pretty much what is said about most female artists when they are outspoken and forthright and don’t sing giddy songs about being loved up. <a href=""https://www.last.fm/music/Caity+Baser"">Read more on Last.fm</a>",58540,838565,Mimi Webb
Unholy,"There is more than one artist with this name.

1) Unholy was a Finnish doom metal band that was considerably influential to funeral doom and death-doom styles. They formed in the late '80s as Holy Hell, and changed their name to Unholy in 1990. They released two demos in 1990 (""Procession of Black Doom"" and ""Demo 11.90""), an EP ""Trip to Depressive Autumn"" in 1991 and four full-lengths: ""From the Shadows"" in 1993 on Lethal Records, ""The Second Ring of Power"" (1994), ""Rapture"" (1998) and ""Gracefallen"" (1999) on Avantgarde Music. <a href=""https://www.last.fm/music/Unholy"">Read more on Last.fm</a>",39199,562306,diSEMBOWELMENT
Blur,"Blur is an English rock band that formed in London in 1988, consisting of singer Damon Albarn, guitarist Graham Coxon, bassist Alex James, and drummer Dave Rowntree. The group has been referred to as one of the ""Big Four"" of the Britpop genre, alongside Pulp, Suede, and Oasis. Their debut album, Leisure (1991), incorporated the sounds of Madchester and shoegazing. Following a stylistic change influenced by English guitar pop groups such as the Kinks <a href=""https://www.last.fm/music/Blur"">Read more on Last.fm</a>",4055546,148924800,Graham Coxon
Ashley Craig," <a href=""https://www.last.fm/music/Ashley+Craig"">Read more on Last.fm</a>",1615,5433,Heartbits
Easy Smith," <a href=""https://www.last.fm/music/Easy+Smith"">Read more on Last.fm</a>",1145,4423,Lil Glory
Kajagoogoo,"Kajagoogoo is an English pop band best known for its first single, ""Too Shy"", which reached Number 1 in the UK and Number 5 in the U.S in 1983. The single was produced by keyboardist Nick Rhodes of Duran Duran and Colin Thurston who was, at this time, Duran Duran's in-house producer.

The band was founded in Leighton Buzzard, Bedfordshire in 1979 as a four piece avant-garde instrumental group called Art Nouveau, with Nick Beggs on bass guitar, Steve Askew on lead guitar, Stuart Neale on keyboards and Jez Strode on drums. <a href=""https://www.last.fm/music/Kajagoogoo"">Read more on Last.fm</a>",406450,2704301,Naked Eyes
Thomas Rivera," <a href=""https://www.last.fm/music/Thomas+Rivera"">Read more on Last.fm</a>",1935,6227,Bryan Moore
Noel Montenegro," <a href=""https://www.last.fm/music/Noel+Montenegro"">Read more on Last.fm</a>",158,747,Stiofán
Top 40," <a href=""https://www.last.fm/music/+noredirect/Top+40"">Read more on Last.fm</a>",2216,7376,
Demi Lovato,"Demetria Devonne Lovato, professionally known as Demi Lovato, is an American singer, songwriter and actress. After appearing on the children's television series Barney & Friends (2002–2004), Lovato rose to prominence for playing Mitchie Torres in the musical television film Camp Rock (2008) and its sequel Camp Rock 2: The Final Jam (2010); the former film's soundtrack contained ""This Is Me"", Lovato's debut single and duet with Joe Jonas, which peaked at number nine on the Billboard Hot 100. <a href=""https://www.last.fm/music/Demi+Lovato"">Read more on Last.fm</a>",2672894,146650872,Demi Lovato & Joe Jonas
Sabrina Carpenter,"Sabrina Annlynn Carpenter (born May 11, 1999) is an American singer and actress. She first gained recognition starring on the Disney Channel series Girl Meets World (2014–2017), and signed with the Disney-owned Hollywood Records. She released her debut single, “Can't Blame a Girl for Trying” in 2014, followed by four studio albums: Eyes Wide Open (2015), Evolution (2016), Singular: Act I (2018), and Singular: Act II (2019); three of her singles—“Alien”,  “Almost Love”, and “Sue Me”—topped the US Dance Club Songs chart. <a href=""https://www.last.fm/music/Sabrina+Carpenter"">Read more on Last.fm</a>",2142406,251041047,Taylor Swift
Pia Mia,"Pia Mia Perez (born September 19, 1996 in Guam) is an American singer-songwriter, actress, socialite and model. Pia Mia's first commercially available single, ""Bubblegum Boy,"" was released in 2011 in collaboration with Disney actress Bella Thorne. In December of 2013, Pia Mia released her first EP, The Gift, for free. In Feburary of 2014, Pia Mia signed to Interscope Records. Pia Mia's track ""Fight for You (feat. Chance the Rapper)"" was featured on the soundtrack of the 2014 film Divergent. <a href=""https://www.last.fm/music/Pia+Mia"">Read more on Last.fm</a>",360075,3744210,Mabel
Winterburn,"taken from http://www.myspace.com/winterburn
Band Members:	Aaron - Vocals, Dave - Bass, Gareth - Guitar, Peter - Guitar, Rich - Drums
Influences:	Testament, Slayer, Forbidden, Vio-Lence, Sepultura...
Sounds Like:	Testament, Slayer, Forbidden, Vio-Lence, Sepultura...
Record Label:	unsigned
Type of Label:	Unsigned

  About Winterburn
Thrashin' like the 90's never happened!!!

Formed by Pete and Rich in 2007, Winterburn are a five piece thrash band from Swansea, South Wales. <a href=""https://www.last.fm/music/Winterburn"">Read more on Last.fm</a>",6805,33565,3x3cute
DJ ReMix Factory," <a href=""https://www.last.fm/music/DJ+ReMix+Factory"">Read more on Last.fm</a>",18182,96394,Lingyi
Paramore,"Paramore is an alternative rock band formed in Franklin, Tennessee, United States in 2003. The band currently consists of Hayley Williams (vocals, keyboard), Taylor York (guitar) and Zac Farro (drums). They have released six studio albums: All We Know Is Falling, RIOT! , Brand New Eyes, their first Billboard 200 chart topper Paramore, After Laughter and their grammy winning sixth studio album This is Why .

Paramore, as a quartet, released their debut studio album, All We Know Is Falling, in 2005. <a href=""https://www.last.fm/music/Paramore"">Read more on Last.fm</a>",4418635,385149725,Hayley Williams
Darleeng," <a href=""https://www.last.fm/music/Darleeng"">Read more on Last.fm</a>",333,4881,Javi Quirós
BOH DORAN,"Boh Doran, a Midwestern native singer/songwriter and musician has been traveling and performing since she could barely walk. Influenced by the classic soul and rock writers of the 60s and 70s and laced with a blend of retro groove and modern indie pop production, Boh explores the deeper and sometimes darker side of the human heart. The collaboration with producer/writers Ethan Mentzer (The Click 5) and Jon Kaplan (New Politics, Ingrid Michaelson, A Great Big World) is set for an early 2015 release. <a href=""https://www.last.fm/music/BOH+DORAN"">Read more on Last.fm</a>",11453,54734,tiger la flor
Todays Top Hits," <a href=""https://www.last.fm/music/Todays+Top+Hits"">Read more on Last.fm</a>",1146,4665,2022 Hit Songs Music Mix
2022 Hit Songs Music Mix," <a href=""https://www.last.fm/music/2022+Hit+Songs+Music+Mix"">Read more on Last.fm</a>",559,1549,Gaming Music 2022
Greatest Hits,"Greatest Hits is Tyler Thacker and Zak Mering <a href=""https://www.last.fm/music/Greatest+Hits"">Read more on Last.fm</a>",10914,77382,Teen Inc.
Jay Svpreme," <a href=""https://www.last.fm/music/Jay+Svpreme"">Read more on Last.fm</a>",4,6,
Yeah Yeah Yeahs,"Yeah Yeah Yeahs is an American rock band formed in New York City in 2000. The group is composed of vocalist Karen O, guitarist Nick Zinner, and drummer Brian Chase. The band has recorded five studio albums; originally signed to independent Touch and Go Records, their first four albums were released by major record label Interscope. The first, Fever to Tell, was released in 2003. The second, Show Your Bones, was released in 2006 and was named the second best album of the year by NME. <a href=""https://www.last.fm/music/Yeah+Yeah+Yeahs"">Read more on Last.fm</a>",3394810,108476630,Metric
Popular Songs," <a href=""https://www.last.fm/music/Popular+Songs"">Read more on Last.fm</a>",686,4018,Travis Scott - Topic
Forfour Seasons," <a href=""https://www.last.fm/music/Forfour+Seasons"">Read more on Last.fm</a>",224,382,The Ride or Dies
Scott Orr,"Scott Orr, est.1983, is a Canadian singer-songwriter.

He comes from a dedicated musical family with generations of gifted talent who have always built on the creativity of their Irish roots. 

It was natural then for this young Orr to redefine the word “playing” in childhood to include drums, whistles, stringed instruments, & recording equipment. While his friends were excelling in sports and academia, Scott was teaching himself the business that he would grow to embrace with a maturity that was beyond his years. <a href=""https://www.last.fm/music/Scott+Orr"">Read more on Last.fm</a>",34905,194432,Ajimal
Gayle,"Taylor Gayle Rutherford, known professionally as GAYLE, is an American singer-songwriter. After signing with Atlantic Records, she released the single ""abcdefu"" in 2021, which has charted worldwide and reached number one in the United Kingdom and Ireland.

GAYLE was born on June 10, 2004, in Dallas, Texas, United States. She is of Scottish descent. She started singing when she was seven and eventually moved to Nashville, Tennessee to pursue a musical career. <a href=""https://www.last.fm/music/Gayle"">Read more on Last.fm</a>",667777,7512996,
Linkin Park,"Linkin Park is an American rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. Categorized as alternative rock <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>",5657659,475578396,Mike Shinoda
Jaymes Young,"Jaymes Young is a 31-year-old Los Angeles singer-songwriter born and raised in Seattle.
 
Released in May, 2013, Young’s Dark Star EP received immediate label interest and blog acclaim upon its release – being featured by the likes of Nylon Magazine, Earmilk, and Noisey, as well as topping the #1 spot numerous times on Hype Machine’s “Most Popular Tracks” list.

Having just finished a North America & UK tour this fall with British indie pop trio London Grammar <a href=""https://www.last.fm/music/Jaymes+Young"">Read more on Last.fm</a>",898946,14185172,Ruelle
Hyper Moves," <a href=""https://www.last.fm/music/Hyper+Moves"">Read more on Last.fm</a>",15,73,
