Artista,Biografia,Listeners,Playcount,Artistas Similares
Ty Dolla $ign,"Tyrone Griffin (born April 13, 1982), better known by his stage name Ty Dolla Sign (stylized as Ty Dolla $ign or Ty$), is an American singer, rapper and producer from Los Angeles, California. He is currently signed to Wiz Khalifa's Taylor Gang Records and Atlantic Records.

The son of a musician from Lakeside, Ty Dolla $ign originally began his career in music by learning the bass guitar. Since then, he has learned several instruments, from the drums, guitars, and keyboard to the MPC. <a href=""https://www.last.fm/music/Ty+Dolla+$ign"">Read more on Last.fm</a>",1228893,21266662,DJ Khaled
TWICE,"There are numerous artists who have performed under the name Twice:

1. TWICE (Korean: 트와이스; Japanese: トゥワイス)  is a nine-member South Korean girl group formed by JYP Entertainment through the 2015 reality show SIXTEEN. The group is composed of: Nayeon (나연), Jeongyeon (정연), Momo (모모), Sana (사나), Jihyo (지효), Mina (미나), Dahyun (다현), Chaeyoung (채영) and Tzuyu (쯔위). 

On February 11, 2015, Park Jin-young <a href=""https://www.last.fm/music/TWICE"">Read more on Last.fm</a>",1206909,338360103,JIHYO
Leanna Crawford," <a href=""https://www.last.fm/music/Leanna+Crawford"">Read more on Last.fm</a>",11927,98227,We the Kingdom
Alec Benjamin,"After getting dropped by Columbia Records at 18 years old, singer-songwriter Alec Benjamin built a following by playing in parking lots outside of Shawn Mendes and Troye Sivan concerts. The Phoenix, Arizona native caught the attention of Jon Bellion, earning a songwriting credit on Bellion’s debut album and later joined him on tour.

To build on the momentum, Benjamin began uploading new songs to his YouTube channel at a rapid clip and eventually earned a viral hit with “I Built a Friend” and a deal with Atlantic Records. <a href=""https://www.last.fm/music/Alec+Benjamin"">Read more on Last.fm</a>",1049017,37482641,Nico Collins
Selena Gomez,"Selena Marie Gomez (born July 22, 1992 in Grand Prairie, TX) is an American singer, actress and film producer. Gomez began her acting career on the children's television series Barney & Friends (2002–2004). As a teenager, she rose to prominence for starring as Alex Russo on the Disney Channel television series Wizards of Waverly Place (2007–2012). Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009) <a href=""https://www.last.fm/music/Selena+Gomez"">Read more on Last.fm</a>",2412679,150071595,Selena Gomez & the Scene
Zoe Wees,"Zoe Wees is a German singer-songwriter. Born in Hamburg in 2002, Wees wrote music since she was a child and a finalist on “The Voice: Kids”. She released her debut single “Control” in 2019, which reached the Top 40 in France and Germany and the Top 10 in Belgium, while follow-up single “Girls Like Us”reached the Top 10 in Germany, Austria and Switzerland. Wees released her debut EP, Golden Wings, in May 2021. <a href=""https://www.last.fm/music/Zoe+Wees"">Read more on Last.fm</a>",231354,2301182,Michael Schulte
Calvin Harris,"Adam Richard Wiles, known professionally as Calvin Harris, is a Scottish DJ, record producer, singer and songwriter. After focusing on self-sung projects, in 2012, Harris released his third studio album, 18 Months, involving various vocalists and more EDM into it—first establishing Harris internationally. The album included the 2011 Rihanna's record ""We Found Love"".

His debut studio album, I Created Disco, was released in June 2007. Its singles ""Acceptable in the 80s"" and ""The Girls"" both reached the top 10 in the UK. <a href=""https://www.last.fm/music/Calvin+Harris"">Read more on Last.fm</a>",4132146,155686562,David Guetta
Aly & AJ,"Aly & AJ (once known as 78violet)  are an American pop duo consisting of sisters Alyson Renae ""Aly"" Michalka and Amanda Joy ""AJ"" Michalka. They were born in Torrance, California. They are both actresses, singer-songwriters, guitarists and pianists. 

The duo's debut album Into The Rush was released in 2005 and charted at #36 in the US. Holiday album Acoustic Hearts Of Winter followed in 2006 before their second studio album Insomniatic in 2007. In July 2009 <a href=""https://www.last.fm/music/Aly+&+AJ"">Read more on Last.fm</a>",967781,17901041,Hilary Duff
Point North,"Point North are an American band based in Los Angeles, California consisting of Jon Lundin (vocals), Andy Hershey (guitar) and Sage Weeber (drums).  The band is signed to Hopeless records and released their debut album Brand New Vision in August of 2020, featuring popular song Into The Dark. To date, the band have only headlined once on a sold North American tour in April 2022. 

Point North dropped their sophomore record Prepare For Despair in August of 2023. <a href=""https://www.last.fm/music/Point+North"">Read more on Last.fm</a>",175203,4493760,Nerv
Sam Smith,"Samuel Frederick Smith (born 19 May 1992) is an English singer and songwriter. They rose to prominence in October 2012 after being featured on Disclosure's breakthrough single ""Latch"", which peaked at number eleven on the UK Singles Chart. Smith was subsequently featured on Naughty Boy's ""La La La"", which became a number one single in May 2013. In December 2013, they were nominated for the 2014 Brit Critics' Choice Award and the BBC's Sound of 2014 poll, winning both. <a href=""https://www.last.fm/music/Sam+Smith"">Read more on Last.fm</a>",2562278,92429924,Adele
Sean Kingston,"Kisean Jamal Anderson (born February 3, 1990 in Miami, Florida), better known by his stage name Sean Kingston, is a Jamaican-American reggae fusion singer and rapper. He released his debut single, Beautiful Girls, in May 2007 and it managed to rise to number one on the Billboard Hot 100 and stayed there for three weeks. He released his self-titled debut album in June 2007, and then his sophomore studio album, Tomorrow, was released in September of 2009. <a href=""https://www.last.fm/music/Sean+Kingston"">Read more on Last.fm</a>",2171519,18681546,Iyaz
Wiz Khalifa,"Cameron Jibril Thomaz (born September 8, 1987 in Minot, North Dakota), better known by his stage name Wiz Khalifa, is an American rapper based in Pittsburgh, Pennsylvania, signed to Rostrum Records. According to the Black and Yellow Songfacts, his stage name is derived from khalifa, an Arabic word meaning ""successor"", and wisdom. His nickname growing up was ""Wizard"" which was shortened to Wiz when Khalifa was fifteen.

In 2005 he released his first official mixtape <a href=""https://www.last.fm/music/Wiz+Khalifa"">Read more on Last.fm</a>",3297858,68142676,Juicy J
Rosalía,"Rosalia Vila Tobella, known mononymously as ROSALÍA is a Spanish singer and songwriter. Born and raised in the outskirts of Barcelona, she has been described as an ""untypical pop star"" due to her genre-bending musical styles. After being enthralled by Spanish folk music at age 13, she studied musicology at Catalonia College of Music while also performing at musical bars and weddings. She completed her studies with honors by virtue of her collaborative cover album with Raül Refree, Los Ángeles and the baccalaureate project El Mal Querer. <a href=""https://www.last.fm/music/Rosal%C3%ADa"">Read more on Last.fm</a>",1326107,121373680,
Big Sean,"Sean Michael Leonard Anderson (born March 25, 1988), known professionally as Big Sean, is an American rapper. Anderson began his music career in 2007 and gained popularity in 2010 with his third mixtape Finally Famous Vol. 3: Big. He then signed a recording contract with GOOD Music and Def Jam Recordings and released his debut studio album, Finally Famous in 2011, which included the US top 10 single ""Dance (Ass)"" (featuring Nicki Minaj). Anderson followed it with his second album <a href=""https://www.last.fm/music/Big+Sean"">Read more on Last.fm</a>",2439317,48313505,DJ Khaled
TOMORROW X TOGETHER,"TOMORROW X TOGETHER (pronounced ""tomorrow by together"", Hangul: 투모로우바이투게더), also known as TXT, is a South Korean boy group formed by BigHit Entertainment in 2019. The group is composed of 5 members (in order of reveal): Yeonjun, Soobin, Beomgyu, Taehyun, and Hueningkai. 

The group debuted on March 4th, 2019, with the extended play The Dream Chapter: STAR (꿈의 장: STAR), with ""CROWN"" (""어느날 머리에서 뿔이 자랐다"") as the lead single. <a href=""https://www.last.fm/music/TOMORROW+X+TOGETHER"">Read more on Last.fm</a>",905183,300428634,"TOMORROW X TOGETHER, Jonas Brothers"
Itzy,"ITZY (있지) is a South Korean girl group formed by JYP Entertainment, consisting of 5 members: Yeji (예지), Lia (리아), Ryujin (류진), Chaeryeong (채령), and Yuna (유나). The group debuted on February 12, 2019 with the title track ""달라달라 (DALLA DALLA)"" from their debut single album, IT'z Different. On July 8, 2019 it was revealed that ITZY's fandom name would be MIDZY the meaning behind it is ""trust"" in korean.

The group's first release after debut was their first extended play IT'z ICY on July 28 <a href=""https://www.last.fm/music/Itzy"">Read more on Last.fm</a>",753727,101011506,
Matt Hartke," <a href=""https://www.last.fm/music/Matt+Hartke"">Read more on Last.fm</a>",105590,421008,Eddie Berman
Marshmello,"(1) Chris Comstock, better known by his stage name Marshmello, was born on May 19, 1992. He is an American electronic dance music producer and DJ. He first gained international recognition by remixing songs by Jack Ü and Zedd, and later collaborated with artists including Omar LinX, Ookay, Jauz and Slushii. In January 2017, his song ""Alone"" appeared on the U.S. Billboard Hot 100 chart.
In 2018, he released ""Friends"", a collaboration with British singer Anne-Marie which peaked in the top 20 in the US. <a href=""https://www.last.fm/music/Marshmello"">Read more on Last.fm</a>",2010233,51247786,The Chainsmokers
Sech,"Carlos Isaías Morales Williams (born December 3, 1993), better known as Sech, is a Panamanian singer. In April 2019 he released his album Sueños, reaching number three on the Billboard Top Latin Albums chart. In an interview with Billboard, Sech mentioned El General being an influence for his music. He first reached popularity with his song ""Miss Lonely"", in 2017. <a href=""https://www.last.fm/music/Sech"">Read more on Last.fm</a>",311356,6129649,Dalex
Boza," <a href=""https://www.last.fm/music/Boza"">Read more on Last.fm</a>",125277,1338749,Sech
DaBaby,"DaBaby was born Jonathan Kirk in Cleveland, Ohio in 1991. By age six, he'd relocated to Charlotte, North Carolina and spent his adolescence engaged in street life. In December 2014, Kirk made a quick decision to become a rapper, taking the name Baby Jesus and issuing his NonFiction mixtape a month later. Never having been on a stage before, he headed to South by Southwest in the spring of 2015. Kirk changed his name to DaBaby, going so far as to explain the ""political reasons"" for this decision in the lyrics to ""DaBaby (Intro) <a href=""https://www.last.fm/music/DaBaby"">Read more on Last.fm</a>",1168823,42896689,NLE Choppa
Role Model,"Tucker Pillsbury, better known by his stage name ROLE MODEL, was born on May 15, 1997 in Portland, Maine, and grew up in Cape Elizabeth, Maine. His father, Rusty, is a real estate appraiser, and his mother, Susan Pillsbury, is a special education teacher in Cape Elizabeth. He now resides in Los Angeles, California.

American pop singer and songwriter who began to make waves in the music industry with the release of his 2017 EP Arizona In The Summer. <a href=""https://www.last.fm/music/Role+Model"">Read more on Last.fm</a>",620563,15730956,
Duncan Laurence,"Duncan Laurence is a Dutch singer who represented The Netherlands at the Eurovision Song Contest 2019. He won the contest with a total of 498 points, achieving the first win in 44 years and 5th win overall for the Netherlands.
He previously participated in The Voice Of Holland, coached by Ilse DeLange under his real name, Duncan de Moor and sang lead vocals for the band The Slick And Suited. <a href=""https://www.last.fm/music/Duncan+Laurence"">Read more on Last.fm</a>",541877,7961120,Cornelia Jakobs
Illenium,"Denver-based producer ILLENIUM is one of the most successful crossover electronic artists today, topping the U.S. dance charts, garnering +4B streams and headlining the world’s top festivals. 

Following his 2016 debut album, ‘Ashes,’ ILLENIUM broke into the mainstream via his 2017 album, ‘Awake,’ which includes his classics ""Crawl Outta Love,"" ""Fractures"" and ""Feel Good,"" with Gryffin ft. Daya. A critical and commercial success, ‘Awake’ topped the iTunes Top Electronic Albums Chart in 12 countries with +100M streams.  <a href=""https://www.last.fm/music/Illenium"">Read more on Last.fm</a>",724901,27153216,Seven Lions
Ariana Grande,"Ariana Grande-Butera  is an American singer, songwriter and actress. She is a multi-platinum, Grammy Award-winning recording artist. Born in Boca Raton, Florida, Grande began her career in 2008 in the Broadway musical ""13"". She rose to prominence for her role as Cat Valentine in the Nickelodeon television series, Victorious (2010–2013) and in its spin-off, Sam & Cat (2013–2014). As she grew interested in pursuing a music career, Grande recorded <a href=""https://www.last.fm/music/Ariana+Grande"">Read more on Last.fm</a>",3479744,720589821,"Jessie J, Ariana Grande & Nicki Minaj"
Ovy On The Drums," <a href=""https://www.last.fm/music/Ovy+On+The+Drums"">Read more on Last.fm</a>",108791,1209303,Sky Rompiendo
Maxine Nightingale,"Maxine Nightingale (born 2 November 1952, in Wembley, London) is an English R&B and soul music singer, best known for her hits in the 1970s.One of the three children of Guyanese-born comedian Benny Nightingale and his wife Iris (the couple had another daughter, Rosalind, and a son, Glen1), Maxine Nightingale first vocalized with her school band. When Nightingale was aged thirteen she and a friend visited a neighbourhood house where a band called Unisound <a href=""https://www.last.fm/music/Maxine+Nightingale"">Read more on Last.fm</a>",233939,1330686,The Foundations
UPSAHL,"Taylor Cameron Upsahl (born November 28, 1998) is an American singer-songwriter from Phoenix, Arizona known mononymously as Upsahl (stylized as UPSAHL). 

Upsahl started playing both the guitar and piano at the age of five. She attended Arizona School for the Arts and is classically trained in piano, guitar, and voice. With a style that bridges thoughtful adult alternative fare and playful pop, American singer and songwriter UPSAHL debuted her warm voice and articulate lyrics on self-releases as early as her mid-teens.  <a href=""https://www.last.fm/music/UPSAHL"">Read more on Last.fm</a>",425559,7544204,KiNG MALA
Chri$tian Gate$," <a href=""https://www.last.fm/music/Chri$tian+Gate$"">Read more on Last.fm</a>",190214,5236382,Connor Kauffman
BTS,"BTS (Korean: 방탄소년단; RR: Bangtan Sonyeondan), also known as the Bangtan Boys, is a seven-member South Korean boy band formed in Seoul in 2013. The septet co-writes and produces much of their output. Originally a hip hop group, their musical style has evolved to include a wide range of genres. Their lyrics, often focused on personal and social commentary, touch on the themes of mental health, troubles of school-age youth, loss, the journey towards loving oneself, and individualism. <a href=""https://www.last.fm/music/BTS"">Read more on Last.fm</a>",1779298,2099036722,j-hope
Khalid,"Khalid Donnel Robinson, better known as Khalid (born February 11, 1998) is an American singer, songwriter and record producer. He is signed to Right Hand Music Group and RCA Records. His debut single, ""Location"", was released in July 2016 and peaked at number 16 on the US Billboard Hot 100 chart and was later certified quadruple platinum by the Recording Industry Association of America (RIAA). His debut studio album, American Teen, was released on March 3, 2017. <a href=""https://www.last.fm/music/Khalid"">Read more on Last.fm</a>",1825039,71531915,6LACK
Noah Kahan,"Noah Kahan (born January 1, 1997) is an American singer-songwriter of folk-infused pop who signed to Republic Records in 2017. Kahan released his first single, ""Young Blood"" in January 2017 and released four other singles over the course of 2017. His fans are known as ""busyheads"". Kahan made his television debut in 2018 on The Late Show with Stephen Colbert performing the single ""Hurt Somebody"". Kahan released his debut EP carrying the same name in January 2018 <a href=""https://www.last.fm/music/Noah+Kahan"">Read more on Last.fm</a>",1118237,97656665,Lizzy McAlpine
Doja Cat,"Doja Cat rose from viral novelty track buzz to mainstream superstar with her smooth, hypnotic, R&B-flecked pop songs of sexuality, friendship, and personal power. She gained some significant attention with her early releases, but it was her 2019 sophomore effort, Hot Pink, that took her to the top of the Hot 100. Subsequent charting singles and collaborations with SZA and Saweetie further solidified her star power, and made the arrival of her 2021 album Planet Her all the more hotly anticipated. <a href=""https://www.last.fm/music/Doja+Cat"">Read more on Last.fm</a>",2730106,320185272,SZA
Beach Bunny,"Beach Bunny started off as a solo singer/songwriter project for Chicago native Lili Trifilio in 2015. Now as a four-piece, the band has garnered success after their song 'Prom Queen' went viral on TikTok in 2019.

Trifilio made her introduction as her stage name, Beach Bunny, with the release of her first EP, Animalism. The five -track acoustic EP is heavy on themes of heartbreak and love, and shows off Trifilio’s natural talent as a songwriter and a vocalist. <a href=""https://www.last.fm/music/Beach+Bunny"">Read more on Last.fm</a>",1157559,30770878,Chloe Moriondo
Josh Meloy,"Josh Meloy is an American country singer-songwriter from Oklahoma. Inspired from the Red Dirt country rock scene of his home state, Meloy released his debut album in 2018. His music is characterized by gritty vocals, reflective lyrics and a minimalist acoustic sound.

Born and raised in Oklahoma, Meloy grew up in a family with deep ties to music but didn’t explore music himself until he began playing guitar in college.

Since launching his musical career in 2018 <a href=""https://www.last.fm/music/Josh+Meloy"">Read more on Last.fm</a>",83123,1019813,Wyatt Flores
TEms,"Temilade Openiyi (born 11 June 1995), better known by her stage name Tems, is a Nigerian singer, songwriter and record producer. In May 2021, Tems was ranked number 1 on the Billboard Next Big Sound chart and number 5 on the Billboard Emerging Artist chart. In September 2021, Tems was signed to RCA records and announced as Apple Music Up Next artist of the month. <a href=""https://www.last.fm/music/TEms"">Read more on Last.fm</a>",470985,10293303,
Stellar,"There are multiple artists named Stellar:

1. Stellar (스텔라)  was a South Korean girl group whose final lineup was composed of Minhee, Hyoeun, Soyoung and Youngheun. Formed in 2011 by The Entertainment Pascal, the group attracted attention as they were initially produced by Eric Mun of the boy band Shinhwa (신화). Following an unsuccessful debut with the single ""Rocket Girl"" in August 2011, Stellar underwent a line-up change and released ""UFO"" in February 2012, which fared similarly. <a href=""https://www.last.fm/music/Stellar"">Read more on Last.fm</a>",353629,7008818,Ryan Mack
Conan Gray,"Conan Gray is an American singer-songwriter and social media personality. He was born on December 5, 1998, in Lemon Grove, California. As an infant, his family moved to Hiroshima, Japan and shortly after returned to California, before settling in Georgetown, Texas.

He started his career on YouTube under his channel 'ConanxCanon' before officially changing to 'Conan Gray'. While on his time on YouTube he released multiple original songs, with the <a href=""https://www.last.fm/music/Conan+Gray"">Read more on Last.fm</a>",1783639,150073099,Gracie Abrams
Aviva,"AViVA, is an Australian author and musician, who describes herself as a multidisciplinary artist. With international success, AViVA has garnered over 3 billion global streams on her music to date and has created a groundswell online, building a strong community of fans - her 'Outsiders'.

Having always been a lover of stories and made-up worlds, she has fed her passion for self-expression with a healthy lifestyle of creativity and writing. Since breaking into the music world in 2017 <a href=""https://www.last.fm/music/Aviva"">Read more on Last.fm</a>",257735,4117761,Emeline
Hwasa,"Ahn Hye-jin (Hangul: 안혜진, born July 23, 1995), better known by the stage name Hwasa (Hangul: 화사), is a South Korean singer and rapper. She is known as the sub-vocalist, songwriter and lead rapper of South Korean girl group Mamamoo. In February 2019, Hwasa made her debut as a solo artist with her digital single ""Twit"".
She is now signed as a solo artist under P NATION. <a href=""https://www.last.fm/music/Hwasa"">Read more on Last.fm</a>",267600,3197974,
Lauv,"Ari Staprans Leff (born August 8, 1994), known by his stage name Lauv, is an American musician. His debut EP titled Lost in the Light was released in 2015. He is best known for his 2017 single, I Like Me Better & The Other which charted at #17 in Billboard's Spotify Velocity.

Interested in music from a young age, the San Francisco-born Leff took piano and viola lessons as a child before picking up the guitar around age 11. During high school, he played in several bands and studied jazz before discovering electronic music production. <a href=""https://www.last.fm/music/Lauv"">Read more on Last.fm</a>",1394275,61871849,Lany
5 Seconds of Summer,"5 Seconds of Summer (also known as 5SOS) are a 4-piece Australian pop rock/pop punk band. Formed in Sydney, New South Wales, Australia in 2011, the band consists of Luke Hemmings (lead vocals, guitar), Michael Clifford (guitar, vocals), Calum Hood (bass guitar, vocals) and Ashton Irwin (drums, vocals). The group were originally YouTube celebrities, posting videos of themselves covering songs from various artists in 2011. From there, they gained a small following <a href=""https://www.last.fm/music/5+Seconds+of+Summer"">Read more on Last.fm</a>",1729874,144429638,Luke Hemmings
Katy Perry,"Katheryn Elizabeth Hudson, known professionally as Katy Perry (born October 25, 1984 in Santa Barbara, CA) is an American singer, songwriter, and television judge. The story of who was born into a totally Christian environment and who years later would become a pop music star. Muse of those who feel different or excluded, Katy Perry got her first guitar (from the church) at the age of thirteen and dreamed of it, as many young people do. The difference is that she did it. <a href=""https://www.last.fm/music/Katy+Perry"">Read more on Last.fm</a>",5912535,311168086,Dua Lipa
RAC,"RAC (""RAC"" stands for ""Remix Artist Collective"", although it is now a solo project) is a project created in January 2007 by André Allen Anjos, a Portuguese-American producer and musician. RAC provides re-interpretations/remixes of individual songs for artists/labels. Above all, they strive for excellence and tastefulness regardless of genre. Remixes include: Coconut Records, Ra Ra Riot, The Pipettes, Tegan And Sara, Verbz, Tokyo Police Club, Family Force 5 <a href=""https://www.last.fm/music/RAC"">Read more on Last.fm</a>",556144,6722912,Miami Horror
Wizkid,"Ayodeji Ibrahim Balogun (born 16 July 1990), known professionally as Wizkid (sometimes stylized as WizKid), Wizzy, Big Wiz or Starboy, is a Nigerian singer and songwriter.[3] The recipient of received several international music award nominations and awards,[4] he began recording music at the age of 11 and managed to release a collaborative album with the Glorious Five, a group he and a couple of his church friends formed. Wizkid signed a record deal with Empire Mates Entertainment (E.M.E) in 2009. <a href=""https://www.last.fm/music/Wizkid"">Read more on Last.fm</a>",425115,8477255,Starboy
Kevin Gates,"Kevin Gilyard (born February 5, 1986), better known by his stage name Kevin Gates, is an American rapper and singer from Baton Rouge, Louisiana. In 2013, it was announced that Gates signed to Young Money Entertainment.
Kevin Gates first began rapping in 2007, when he began making music with fellow Louisiana natives such as Webbie and Lil Boosie. Gates first received attention with his 2008 single ""Get in the Way"" featuring Lil Boosie. Soon after, he and Boosie would be incarcerated in separate cases. <a href=""https://www.last.fm/music/Kevin+Gates"">Read more on Last.fm</a>",569618,11646495,Boosie Badazz
Hardy,"Big Loud Records' heavy-hitter HARDY has never been just one thing. Uncaging a new chapter, HARDY soared to new heights with the release of the mockingbird & THE CROW, his critically acclaimed half-country, half-rock sophomore album, adding to over 2 billion career streams. The dichotomous, 17-track effort debuted top five all genre on the Billboard 200 Albums chart and kinged seven additional Billboard charts in its first week, including Top Country Albums, Top Rock Albums, and Top Album Sales. <a href=""https://www.last.fm/music/Hardy"">Read more on Last.fm</a>",157483,4250003,
Glass Animals,"Oxfordshire quartet Glass Animals are Dave Bayley, Drew MacFarlane, Edmund Irwin-Singer and Joe Seaward. They grew up together from the age of thirteen and started working together when Dave showed Drew some tracks.

They self-released a 5 track demo in 2012 which form the basis of the 'Leaflings EP', released via Kaya Kaya Records. It included 'Cocoa Hooves', 'Golden Antlers' and 'Cocoa Hooves Part II'.

Having left the confines of their creative hub in the woodlands of Oxfordshire (referred to as The Shed) <a href=""https://www.last.fm/music/Glass+Animals"">Read more on Last.fm</a>",2063349,98774185,Sir Sly
Ozuna,"Juan Carlos Ozuna Rosado (born March 13, 1992), known simply by his surname Ozuna , is a Puerto Rican Latin trap and reggaeton singer who is regarded as the "" New King of Reggaeton"". He has released two successful albums Odisea (2017) and Aura (2018), and since the beginning of his career, he has sold around 15 million records, making him one of the best-selling Latin music artists of all time. He made his acting debut in the film Que León. <a href=""https://www.last.fm/music/Ozuna"">Read more on Last.fm</a>",696495,19392571,Sech
Meduza,"There are more than one act called Meduza:

1. Meduza are an Italian production trio consisting of Luca de Gregorio, Mattia Vitale and Simone Giani. They are known for their 2019 breakthrough song ""Piece of Your Heart"" which was a collaboration with British production trio Goodboys. Meduza have created a melodic, yet energetic sound, set to be the climactic point in Ibiza's ever thriving tale of upfront musical taste making;

2. Meduza is a punk /rock band from Oslo, Norway. <a href=""https://www.last.fm/music/Meduza"">Read more on Last.fm</a>",833866,14089091,Alok
Muscadine Bloodline,"There’s a new force making major waves in country music, Muscadine Bloodline. Proud natives of Mobile Alabama, Gary Stanton and Charlie Muncaster started Muscadine Bloodline in early 2016. From the first time they took stage, Nashville started talking... so now, with two Billboard charting critically acclaimed EP’s under their belt, it’s no surprise the rest of the music world is quickly catching on. The duo’s reputation for high-energy live experiences has resulted in a schedule full of shows spanning from coast to coast. <a href=""https://www.last.fm/music/Muscadine+Bloodline"">Read more on Last.fm</a>",70361,1349748,Cody Johnson
Tiësto,"Tijs Michiel Verwest, known professionally as Tiësto, is a Dutch DJ and music producer from Breda. He was voted ""the Greatest DJ of All Time"" by Mix magazine in a 2010/2011 poll amongst fans. In 2013, he was voted by DJ Mag readers as the ""best DJ of the last 20 years"". He is also regarded as the ""Godfather of EDM"" by many sources.

In 1997, he founded the label Black Hole Recordings with Arny Bink, where he released the Magik and In Search of Sunrise CD series. <a href=""https://www.last.fm/music/+noredirect/Ti%C3%ABsto"">Read more on Last.fm</a>",2756519,73618228,Armin van Buuren
Fletcher,"Cari Elise Fletcher (born March 19, 1994), known mononymously by her last name (stylized as FLETCHER), is an American pop singer. Her breakthrough single ""Undrunk"" was released in January 2019 and became her first single to chart on the Billboard Hot 100, and reached number one on Spotify's Viral Chart in the United States. ""Undrunk"" was released on her second extended play You Ruined New York City for Me, and according to Mediabase, the song was the fastest-rising song at pop radio for a new artist since 2014. <a href=""https://www.last.fm/music/Fletcher"">Read more on Last.fm</a>",574659,21937399,Reneé Rapp
Lil Wayne,"Did you mean: Lil' Wayne

Dwayne Michael Carter, Jr. (born September 27, 1982 in New Orleans, Louisiana), better known by his stage name Lil Wayne, is an American rapper. Formerly a member of the rap group the Hot Boys, he joined the Cash Money Records collective as a teenager. Get It How U Live, released in 1997, was Lil Wayne's first album with Hot Boys, and Tha Block is Hot, his solo debut, came out in 1999.
After gaining fame with two other albums in the early 2000s <a href=""https://www.last.fm/music/+noredirect/Lil+Wayne"">Read more on Last.fm</a>",1571172,56594877,
Sebastian Ingrosso,"Sebastian Ingrosso is part of what has become known as the 'Swedish House Mafia' along with Axwell, and Steve Angello. 

Ingrosso (born Sebastian Carmine Ingrosso) was born on April 20, 1983 and grew up in Sweden. He works closely with his childhood friend, Steve Angello, as well as Axwell in a three person DJ group. They began calling themselves the Swedish House Mafia as a joke, but the name stuck, and became official. Eric Prydz was part of an earlier version of the group <a href=""https://www.last.fm/music/Sebastian+Ingrosso"">Read more on Last.fm</a>",418751,3145220,Alesso
Billie Eilish,"Billie Eilish Pirate Baird O'Connell (born December 18, 2001), known professionally as Billie Eilish, is a Grammy and Academy Award-winning American singer and songwriter signed to Darkroom/Interscope Records. Born and raised in Los Angeles, Eilish grew up in a household of actors and musicians and was homeschooled along with her brother Finneas O'Connell. At the age of eight, she joined the Los Angeles Children's Choir, developing the soulful vocals that would later appear on her early singles. <a href=""https://www.last.fm/music/Billie+Eilish"">Read more on Last.fm</a>",3223237,522772849,FINNEAS
Justin Champagne," <a href=""https://www.last.fm/music/Justin+Champagne"">Read more on Last.fm</a>",15790,131122,Colt Ford
omar apollo,"Omar Apolonio Velasco (born May 20, 1997), known professionally as Omar Apollo, is a Mexican-American singer-songwriter from Hobart, Indiana. Apollo sings in both English and Spanish.

He started his career by creating and uploading his songs to the DIY streaming platform SoundCloud. During this time, he worked at Jimmy John's and Guitar Center and lived in an attic. In 2017, using $30 borrowed from a friend, he uploaded his song ""Ugotme"" to Spotify <a href=""https://www.last.fm/music/omar+apollo"">Read more on Last.fm</a>",1151806,47953803,
Noah Cyrus,"Noah Lindsey Cyrus (born January 8, 2000) is an American actress and singer. She is most known for voicing the title role in the English version of the animated feature film Ponyo. On November 15, 2016, it was announced that Cyrus had inked a record deal with Barry Weiss record label called RECORDS and released her debut single, a pop ballad titled, ""Make Me (Cry)"" featuring U.K. singer and producer Labrinth. <a href=""https://www.last.fm/music/+noredirect/Noah+Cyrus"">Read more on Last.fm</a>",956867,17522897,
Kali Uchis,"Karly-Marina Loaiza, professionally known as Kali Uchis, is a Colombian-American singer-songwriter, record producer, music video director and fashion designer. She writes and produces most of her own music.

The stylistic range of left-field pop artist Kali Uchis is reflected in the variety of her collaborators – an extensive genre-crossing list that includes Tyler, the Creator, Gorillaz, Daniel Caesar, Juanes, and BadBadNotGood. A singer, songwriter <a href=""https://www.last.fm/music/Kali+Uchis"">Read more on Last.fm</a>",2260963,206684484,SZA
Zara Larsson,"Zara Maria Larsson, a Swedish pop singer, was born on December 16, 1997, in Solna, Stockholm. She rose to fame at the age of 10 when she won the Swedish talent show Talang in 2008. Following her victory, Larsson released her debut single, a cover of ""My Heart Will Go On,"" which achieved chart success in Sweden. She later appeared on the TV program Sommarkrysset and participated in the reality series Jag ska bli stjärna in pursuit of an international music career. <a href=""https://www.last.fm/music/Zara+Larsson"">Read more on Last.fm</a>",1418524,41057826,Mabel
Hotel Ugly,"Hotel Ugly’s musical background can be attributed to a number of factors. Influenced at a young age, their music centric backgrounds has given them the legs to stand in their music production. Excelling in different aspects, Mike and Chris both have mastered their craft.

Mike’s skills in music production and audio engineering have been finely combed through the years. Chris’s attention when it comes to songwriting and instrumental is unmatched. <a href=""https://www.last.fm/music/Hotel+Ugly"">Read more on Last.fm</a>",1326685,32500229,Ralph Castelli
Jameson Rodgers,"Jameson Rodgers is an American country musician signed to Columbia Nashville/River House, whose debut single ""Some Girls"" charted on the Country Airplay chart.

Rodgers grew up in Batesville, Mississippi, United States. Rodgers loved baseball and music and played baseball at Northwest MS Community College before finishing college at University of Southern Mississippi. Rodgers started to write songs and perform, eventually developing a local following along the way. He later moved to Nashville in 2010 with his friend and never left. <a href=""https://www.last.fm/music/Jameson+Rodgers"">Read more on Last.fm</a>",53057,634822,Easton Corbin
