Artista,Biografia,Listeners,Playcount,Artistas Similares
Sam Collins,"Sam Collins (August 11, 1887 - October 20, 1949),
Crying Sam Collins was an early American blues singer and guitarist.
Aka Jim Foster, Jelly Roll Hunter, Big Boy Woods, Bunny Carter, and Salty Dog Sam.

He was born in Louisiana and grew up just across the state border in McComb, Mississippi. By 1924 he was performing in local barrelhouses, often with King Solomon Hill with whom
 he shared the use of falsetto singing and slide guitar. He was first recorded by Gennett Records <a href=""https://www.last.fm/music/Sam+Collins"">Read more on Last.fm</a>",28761,131829,Blind Lemon Jefferson
Obsidia,"There are 3 artists (minimum) known as Obsidia

1. An Austrian gothic metal band
2. A Dubstep artist from the UK
____________________________________
(1.) Austrian gothic metal band formed in 2004 by Sir Iwain and Lucrezia, and in 2009 the band released their debut album ""Back To Darkness"". Official myspace page : http://www.myspace.com/obsidiamusic

(2.) UK based Dubstep producer. Youtube Channel : http://www.youtube.com/ObsidiaMedia
 <a href=""https://www.last.fm/music/Obsidia"">Read more on Last.fm</a>",29789,270768,Going Quantum & Stephen Walking
marsh,"There are two artists with the name of Marsh. For the black metal one, go here: Mἄrsh. 

Marsh - British Progressive House Producer. Tom Marshall

Following his debut ‘You’ll Be Fine’ released on Silk Music’s Arrival imprint in June 2012, half a year was all it took for the UK’s Tom Marshall, aka. Marsh to gain the spotlight amongst many electronic dance music stars.

Recognised for his high energy grooves, pulsating beats and endorphin inducing melodies <a href=""https://www.last.fm/music/marsh"">Read more on Last.fm</a>",85259,1217730,no data
Sweely,"One of the most creative and eclectic French producers of the new generation, effortlessly navigating between house, minimal and electro. Recently given residency of the infamous CONCRETE club in Paris, <a href=""https://www.last.fm/music/Sweely"">Read more on Last.fm</a>",38616,328290,Black Loops
Shiba San,"With a background in Hip Hop going back many years, the mysterious Shiba San - a proficient DJ and producer - has been creating quite a stir recently with his Deep House / Ghetto House influenced productions fusing old analog sounds with the latest technology of today, achieving rock-solid productions and creating his own personal sound. <a href=""https://www.last.fm/music/Shiba+San"">Read more on Last.fm</a>",91489,566370,Will Clarke
PROFF,"Real Name: Vladimir Ershov (Владимир Ершов) is a progressive house DJ & producer from Moscow, Russia signed to a UK record label Anjunabeats/Anjunadeep.

PROFF's earlier releases include ""My Personal Summer"" which was featured on CD1 of Anjunabeats Vol.6 and ""Aguilas"" which has been played lately in numerous Above & Beyond dj sets and podcasts. 

He collaborated with his fellow countryman, Mango, to release the track ""5th in Blue"", which had two separate remixes from both artists. <a href=""https://www.last.fm/music/PROFF"">Read more on Last.fm</a>",63497,529524,Jaytech
Spada,"Once again Italy brings some refreshing new artists and sounds this year with minimal producer spada leading the way. Combining minimal percussion with an exciting melancholic sound that cuts through like a razor this Ace of Spades has been releasing some seriously quality stuff with support by Boys Noize, Umek, Satoshi Tomiee, Sasha, Armin Van Bureen, Oscar, Audiofly, Dj Yellow, Da Fresh, Lars Sommerfeld, Davis&May, Ron Flatter etc... with releases on labels like Boxer Sport, Maripoza, Back Home, Manual music, KarateKlub. <a href=""https://www.last.fm/music/Spada"">Read more on Last.fm</a>",144086,953402,Daniel Portman
COLOUR VISION," <a href=""https://www.last.fm/music/COLOUR+VISION"">Read more on Last.fm</a>",1654,4846,Justin Jay & Friends
Gavinco,"Joe Newham, known by his stage name Gavinco, is a British musician, producer and DJ based in Brighton & Hove. He debuted with a Jazz House aesthetic, and has since explored the world for musical influences. His tranquil yet jazzy electronic sound incorporates the use of organic instrumentation and production.

This Musician has combined all sorts of interesting techniques into the house music industry and created his own vibe of music in its self. <a href=""https://www.last.fm/music/Gavinco"">Read more on Last.fm</a>",31426,178393,Bellaire
Softmal," <a href=""https://www.last.fm/music/Softmal"">Read more on Last.fm</a>",10290,42388,Lissat & Voltaxx
Dillon Nathaniel,"Sonic manipulation is the cornerstone of Dillon Nathaniel’s unconventional approach to house music. In just a few short years the graduate of the revered Icon Collective and self professed gear junkie has proven himself to be a technical mastermind and modern house music connoisseur. The strength of his thick low-end grooves and quirky sound design have caught. the ears of A-Track, AC Slater, Destructo, Chris Lake, Malaa and Tchami. His sound has <a href=""https://www.last.fm/music/Dillon+Nathaniel"">Read more on Last.fm</a>",17594,85004,Keeld
Borrowed Identity,"For Worldwide Bookings mail to:
ben@fieldartists.net
Tourdates and more here:
https://fieldartists.net/artists/borrowed-identity/

Borrowed Identity is widely recognised as a chameleon within the electronic music scene. He can tastefully and strategically mix various forms of house, techno and disco depending on his reaction to the environment and the crowd, expanding his skills towards a more freestyle manner if he feels is appropriate for the occasion. <a href=""https://www.last.fm/music/Borrowed+Identity"">Read more on Last.fm</a>",19092,108691,Andy Hart
Durante,"Passion is the artist’s calling card, no matter the medium, and that’s a truth Kevin Durante recognizes above all else. His music has clutched the attention of listeners globally via releases on a multitude of international record labels including Anjunadeep, W&O Street Tracks, Earthly Delights, Nice Age, and Openers. Perhaps his Italian roots push the producer/DJ to seek a higher beauty, but with more than a decade of creation, experimentation, and discovery behind him, his personal journey has taught him not to fear honesty.  <a href=""https://www.last.fm/music/Durante"">Read more on Last.fm</a>",102794,778102,Rezident
The Fish House," <a href=""https://www.last.fm/music/The+Fish+House"">Read more on Last.fm</a>",11329,45992,André Sarate
Raye,"Hailing from South London, more specifically Croydon, RAYE (real name - Rachel Keen) is a British singer-songwriter. Aside from writing hits for other artists, RAYE has bounced between R&B, pop and dance music in regards to her own discography. Her debut album and one of her first independent releases ""'My 21st Century Blues'', was released on February 3 2023.

RAYE’s debut EP 'Welcome To The Winter' was released in 2014 and was comprised of predominantly R&B sounds. <a href=""https://www.last.fm/music/Raye"">Read more on Last.fm</a>",1037999,27267232,no data
Wh0,"Wh0 is a UK house music production duo consisting of Robert Chetcuti and Tom Cross. Robert is known from the duo Rhythm Masters, and Tom has been producing music for over a decade. The duo came together in 2018 seemingly out of nowhere the duo has quickly established themselves as one of the most exciting prospects in the house scene.  An initial run of releases on Toolroom, Positiva, Ultra and their sharply rising imprint Wh0 Plays Records, as well as a string of official remixes for The Prodigy, Basement Jaxx, Tiesto, Sigma & more. <a href=""https://www.last.fm/music/Wh0"">Read more on Last.fm</a>",57535,259841,Adelphi Music Factory
BROHUG,"Brohug (also stylized as BROHUG), is a Swedish DJ and production trio, consisting of Christopher Lunde, John Dahlbäck and Niklas Lunde.

Coming together as DJs from different shows, Brohug was formed when the three members became friends and collaborated.[5]

In July 2016, their debut single on Tchami's label Confession was released with the title ""In the Morning"".[6][7]

In January 2017, Dim Mak released a 2-song EP of Brohug titled Giggle Juice,[8] which is a follow to their previous two works Guerilla and the Marshall EP. <a href=""https://www.last.fm/music/BROHUG"">Read more on Last.fm</a>",59889,487973,Curbi
Baltra,"Raised in Philadelphia but currently based in New York, Baltra has spent the last decade honing a sound that’s rich in romance and melancholy. 

Releasing his first music in parallel with the lo-fi house explosion of the mid-2010s alongside artists such as Mall Grab, Ross From Friends and DJ Seinfeld, Michael racked up millions of plays on YouTube and other streaming services with definitive releases on Step Rec., IDNK (I Do Not Know), Tape Throb Records <a href=""https://www.last.fm/music/Baltra"">Read more on Last.fm</a>",227360,2328565,DJ Boring
Heider,"Resident of Baltimore, MD / Dubstep,DnB, EDM DJ / Dubstep,electronica Producer / www.heiderbeats.com <a href=""https://www.last.fm/music/Heider"">Read more on Last.fm</a>",6615,25285,poolhaus
Kitone," <a href=""https://www.last.fm/music/Kitone"">Read more on Last.fm</a>",7026,26908,Stund
JAIKEA," <a href=""https://www.last.fm/music/JAIKEA"">Read more on Last.fm</a>",936,3021,cooky
Qrion,"Ranging from soft, exquisite beats to ‘90s-adjacent dancefloor numbers, Qrion delivers a versatile flair to electronic music. There’s a reason why she was named on Forbes Japan’s 30 Under 30 list: since the inception of her musical career, Qrion has become a staple on revered labels such as Anjunadeep, Last Night On Earth, Mad Decent, Ultra Music, and more. Her one-of-a-kind style has garnered support from BBC Radio 1’s Danny Howard, Pete Tong, and Sian Eleri along with industry figures Anna Lunoe, Mall Grab, Todd Edwards, and Lane 8. <a href=""https://www.last.fm/music/Qrion"">Read more on Last.fm</a>",59427,543574,Rezident
Motion Sky," <a href=""https://www.last.fm/music/Motion+Sky"">Read more on Last.fm</a>",349,852,Silk and Fuss
Kyle Watson,"Kyle has been involved in music his whole life, attending piano lessons for 8 years and taking music as a subject while he was at school. He has been brought up with music running through his blood; a fascination with electronic music production was imminent.

The immense interest he has in the production of house began a few years back when he got his hands on an early version of Dance eJay. He played around with the program for 3 or 4 years, but yearned to have the power to produce his own music from scratch. <a href=""https://www.last.fm/music/Kyle+Watson"">Read more on Last.fm</a>",111560,741148,The First Station
Sterium," <a href=""https://www.last.fm/music/Sterium"">Read more on Last.fm</a>",6225,36830,Jho Roscioli
Sosa UK,"Liverpool has always been known for its rich musical heritage but in recent years it is ‘house music’ that’s been ringing through the streets of this Northern city. With house music royalty such as CamelPhat & Yousef flying the flag for so long, all eyes now fall on SOSA as Liverpool’s new rising star.

SOSA has been busy honing his skills in the studio for years, perfecting his craft. After recent releases with Relief, Repopulate Mars & Under <a href=""https://www.last.fm/music/Sosa+UK"">Read more on Last.fm</a>",100871,732516,Ewan McVicar
Sllash & Doppe,"Sllash & Doppe have met in the backyard, while playing childhood games. They were not neighbors or friends, but their connection was even stronger, they are those inseparable cousins. Constantly laughing and making fun of each other, their playground moved inside when they received “Dance eJay”, a PC program that caught all of their attention. Many years later they changed the program, but this still remained the activity that they are passionate about until today, producing music. <a href=""https://www.last.fm/music/Sllash+&+Doppe"">Read more on Last.fm</a>",22277,100240,Ferreck Dawn
Classmatic,"Classmatic is a Brazilian DJ & Producer with strong influences from Hip Hop, Breaks, Acid and Chicago House bringing originality and something unique and energetic in his sounds. 

He has released tracks on labels such as: Solid Grooves Raw, Hottrax, Deeperfect and many more.. Supported by artist such as: Jamie Jones, The Martinez Brothers, Loco Dice, Michael Bibi
and many more! <a href=""https://www.last.fm/music/Classmatic"">Read more on Last.fm</a>",11031,64471,Cour T.
Savvas,"Greek-based, Chicago-born Savvas is a producer and dj. Way back in time, Savvas came in contact with electronic music in 1992, discovering his preference and talent for deejaying he soon started playing around clubs and open-air parties since the late nineties. He joined forces with Vasilis Giouvris aka Yosebu in 2000 and under the name Acropod they released their first album on Klik records and a few singles and remixes on labels around the globe. <a href=""https://www.last.fm/music/Savvas"">Read more on Last.fm</a>",7926,43401,Evren Furtuna
Jerro,"Hailing from Hasselt, Belgium, Jeroen Decosemaker is a rising producer specializing in melodic house and downtempo electronic music; the creative mind behind the Jerro project. He received a proper introduction to the world in late 2018, having multiple tracks featured on Lane 8's 'Root to Branch, Vol. 3' compilation. In early 2019, Jerro released his debut EP 'The Fool', once again via Lane 8's This Never Happened record label. The package quickly <a href=""https://www.last.fm/music/Jerro"">Read more on Last.fm</a>",90177,830360,Ben Böhmer
Cloudcage,"Cloudcage, real name Benjamin Lepper (fka Ben Lepper, is an American chillout/house music producer.

When he was diagnosed with blood cancer in his senior year of high school, Lepper wasn’t sure how much time he had left. What he was sure of, however, was that life was too short for him to not make the music he loved to listen to. He switched out gritty and energetic basslines for uplifting progressions and beautiful ambiences and built the Cloudcage project from the ground up <a href=""https://www.last.fm/music/Cloudcage"">Read more on Last.fm</a>",4454,25103,ra5im
FlashMob,"Miro / Voice; Niggi / Drums; Pio / Organ, Keys; Luki / Guitar; Oli / Bass


Musical Style: Alternative Funky.

Winner of the Emergenza-Newcommer-Final Switzerland/Austria. They play at the Tubertal Open-Air in Germany between 8 - 14.08.06.

The first album ""FlashMobEP"" released at 10.11.07. <a href=""https://www.last.fm/music/FlashMob"">Read more on Last.fm</a>",46195,189073,Darius Syrossian
Kolter,"Kolter is the breakbeat alias of Johannes Kolter, DJ and producer from Cologne, Germany.
Formerly went by the name Djoko. <a href=""https://www.last.fm/music/Kolter"">Read more on Last.fm</a>",26759,191050,Darius
Kasablanca,"https://twitter.com/wearekasablanca
https://www.instagram.com/kasablanca/ <a href=""https://www.last.fm/music/Kasablanca"">Read more on Last.fm</a>",47445,377763,Simon Doty
Bontan,"Bontan has become one of the biggest ever selling acts in Beatport, won Best Newcomer in the DJ Awards and is taking over the underground house scene with a string of releases on the likes of Hot Creations, 20/20 Vision, Elrow Music and Circus Recordings. His story is inspiring to anybody wanting to make their mark on dance music, his story is proof that good things happen to good people. 
 	
Based in the North West of England, the much-liked DJ/producer has grown from humble beginnings as a resident DJ in 2011 <a href=""https://www.last.fm/music/Bontan"">Read more on Last.fm</a>",22615,81031,Richy Ahmed
Genix,"Real Name: Damion Houchen

Genix started producing records many years ago and gained his first record deal when he was just 18. 

His love of dance music and determination to get his unique sound rocking dance floors has led to him DJing across the UK and trotting the globe with his records, rubbing shoulders with many a-list DJs on the way. 

Gaining support with his productions from all the major DJ's Genix has gained a hat full of recording contracts, along with establishing his own record label.  <a href=""https://www.last.fm/music/Genix"">Read more on Last.fm</a>",62386,723531,Sunny Lax
Dusky,"Previously existing as progressive / melodic house entity Solarity, Dusky are London based musicians Alfie Granger-Howell and Nick Harriman. As comfortable writing elegant orchestral pieces or stirring piano motifs as they are jackin' house and epic techno grooves, their diverse sounds are united by the duo's singular aim - to compose electronic music with depth, soul and originality. <a href=""https://www.last.fm/music/Dusky"">Read more on Last.fm</a>",201182,2124640,Universal Solution
Nhii,"House and afro house and world house> Sounds of Khemit, Tribe called Kotori, One Tribe, New York, Berlin.
https://soundcloud.com/nhiimusic <a href=""https://www.last.fm/music/Nhii"">Read more on Last.fm</a>",12215,64905,Oliver Koletzki
Capozzi," <a href=""https://www.last.fm/music/+noredirect/Capozzi"">Read more on Last.fm</a>",11182,57044,no data
Solardo,"Hailing from Manchester, production duo Mark Richards & James Eliot, collectively known as Solardo, are continuing the city’s rich heritage in house music.The prolific duo’s meteoric rise is testament to their hard work in the studio and their infectious energy in the club. A slew of releases via imprints like Viva, and elrow helped rocket them to their first Beatport Number 1 with their breakthrough record on Hot Creations, ‘Tribesmen’. Since then <a href=""https://www.last.fm/music/Solardo"">Read more on Last.fm</a>",107336,715142,Mark Knight
Danny Serrano,"Effortlessly balancing a will to experiment with an unwavering commitment to the founding spirit of house, Danny Serrano is one of electronic music’s most exciting upand-comers.

Mixing up styles and moods, but always focused firmly on the dancefloor’s needs and desires, Danny sets have energy, precision and most of all, soul. Hailing from Madrid,Spain,He starts being a child. With only 8 years and with a keyboard, he begins to record, cut and <a href=""https://www.last.fm/music/Danny+Serrano"">Read more on Last.fm</a>",8889,33403,Rafa Barrios
Riva Starr,"“…dance music’s future star. Colourful, exuberant and, crucially, dynamite on the dance floor.” 
(Q Magazine)

Riva Starr couldn’t be hotter right now. Stefano Miele from Napole - aka Riva Starr - has smashed out of the blogosphere with his unique patchwork of styles, swiftly establishing himself as one of the most unique and recognisable producer / DJ today. 

Riva – with his love for re-inventing any music that inspires him – has coined the term “Snatch!” to describe his very personal bootleg remix technique <a href=""https://www.last.fm/music/Riva+Starr"">Read more on Last.fm</a>",110509,571048,Wh0
Malaa,"Malaa is a secret masked house-bass producer that started getting famous in 2015 <a href=""https://www.last.fm/music/Malaa"">Read more on Last.fm</a>",99422,887540,Matroda
Tripzy Leary," <a href=""https://www.last.fm/music/Tripzy+Leary"">Read more on Last.fm</a>",1814,12395,GDubz (CAN)
Aazar,"After his 2019 international hit single “Diva” featuring Swae Lee and ToveLo (+42M streams worldwide), Alexis Duvivier, aka AAZAR, just completed a tour in Asia and Europe, allowing him to consolidate a fan base across the globe, with more than 400 dates to his credit. In France, he won the NRJ DJ Music award for ""Revelation of the Year"" against artists such as Fisher,Gaullin and The Prince Karma, Marshmello, The Chainsmoker and even Robin Schulz. <a href=""https://www.last.fm/music/Aazar"">Read more on Last.fm</a>",48981,221054,Jauz
Cristoph,"There’s a new titan in the world of progressive house, and his name is Cristoph. The mysterious producer has proven himself a bona fide force to be reckoned with landmark releases on imprints like Last Night on Earth and Bedrock. Now, with the official backing of Eric Prydz, he’s primed for even greater success. It’s no surprise his music has caught on so fervently: simply put, Cristoph’s sound is infectious.
 
Cristoph hails from Newcastle upon Tyne, coming from a family deeply entrenched in the art of DJing. <a href=""https://www.last.fm/music/Cristoph"">Read more on Last.fm</a>",112417,896364,CamelPhat
Forty Cats,"Christina Gavrilova aka Forty Cats is one of a few female Russian producers whose tracks have been supported on the global stage. As of today she has two EPs and the remix of Lane 8's ""Don't Let Me Go"" out on This Never Happened imprint. Her other releases include Sudbeat, Meanwhile, Juicebox, Mango Alley, Manual Music, Silk Music, Monstercat,Morphosis, Lowly, JOOF, Intricate Records, Run After, 8music and more, while a list of supporters consists of Lane 8 <a href=""https://www.last.fm/music/Forty+Cats"">Read more on Last.fm</a>",11925,72632,Dmitry Molosh
Massane,"French music producer, guitarist and live act Massane creates melodic house and techno music rich with sonic textures inspired by a wide range of genres. Attracting attention from those in the scene early on, Massane released his debut EP Visage 1 (No Return) on Lane 8's This Never Happened in early 2020. The start of a three part journey, Massane went on to release Visage 2 (Crossroads) & Visage 3 (Not Alone) garnering radio support from the likes of Sultan + Shepard <a href=""https://www.last.fm/music/Massane"">Read more on Last.fm</a>",51572,525285,Ocula
Above & Beyond,"Above & Beyond is a British trance music group formed in 2000 in London, United Kingdom and consists of the members Jono Grant, Tony McGuinness, and Paavo Siljamäki.

The trio are popular in the electronic dance music scene for their forward-thinking uplifting trance productions and collaborations with renowned vocalists. They have their own record label, Anjunabeats, which releases trance & progressive music, and they also host their own weekly <a href=""https://www.last.fm/music/Above+&+Beyond"">Read more on Last.fm</a>",790130,23429175,Sunny Lax
Boody," <a href=""https://www.last.fm/music/Boody"">Read more on Last.fm</a>",12732,62525,Astrolith
Jamie Coins," <a href=""https://www.last.fm/music/Jamie+Coins"">Read more on Last.fm</a>",1684,6183,Classmatic
Approaching Black,"Approaching Black formed Late 2007 by Freelance Graphic Designer Shannon Riches. And what a first year, with support from Paul van Dyk, Armin Van Buuren, Markus Schulz, Eelke Kleijn, M.I.K.E., Flash Brothers to name a few. Having played in bands from an early age, Shannon made the transition from shreding six strings in metal bands, to the more experimental realms of computer based music in the mid to late 90's. The mid 90's UK Garage scene was the turning point, with the sounds of UK Legend Grant Nelson being the first major influence. <a href=""https://www.last.fm/music/Approaching+Black"">Read more on Last.fm</a>",12997,126120,Shingo Nakamura
TLIM SHUG," <a href=""https://www.last.fm/music/TLIM+SHUG"">Read more on Last.fm</a>",28713,167579,Tom Vernon
San Pacho,"Born and raised in Croatia, San Pacho is a young, hungry house artist who keeps making the right moves at the right time. After launching the project only 3 years ago in 2019, he’s signed songs to Confession, UKF, Dim Mak, and others. His releases are commonly incorporated with genres such as tech house / club house, all of which hits a sweet spot that is hard to directly describe. 

Artists like Tchami, 4B, Wax Motif and dozens of other staple DJ’s can’t get enough of it, giving it their nod of approval and thus their support.  <a href=""https://www.last.fm/music/San+Pacho"">Read more on Last.fm</a>",50474,328431,Black V Neck
Mark Knight,"Not to be confused with, the similarly named, video games and Chiptune composer - Mark 'TDK' Knight.

1) Mark Knight is head of Toolroom Records & a UK DJ / producer. He has stamped his impression on the scene of electronic dance music - through a string of releases & parties - highlighting his label. Often collaborating with fellow British DJ Funkagenda, Mark has been at the forefront of commercial house, techno & tech house. Some of his most successful releases are Man With The Red Face (with Funkagenda), Downpipe (with Underworld & D. <a href=""https://www.last.fm/music/Mark+Knight"">Read more on Last.fm</a>",258312,1777415,Solardo
Tsha,"Tsha (full name: Teisha Matthews) is a Fareham born and London, (United Kingdom) based producer of electronic music, mostly house-with-vocals. Following the Moonlight (2019), Flowers (2020) and OnlyL (2021) EPs, she released her full-length début album, Capricorn Sun in October 2022. <a href=""https://www.last.fm/music/Tsha"">Read more on Last.fm</a>",180068,1481755,Barry Can't Swim
Anti Up,"Never established. Never limited. Keep calm? Says who? Chris Lake x Chris Lorenzo <a href=""https://www.last.fm/music/Anti+Up"">Read more on Last.fm</a>",65488,434247,Cloonee
Justin Martin," Info taken from residentadvisor.net

There's a new breed of house music bubbling under in a certain American city, but it's not coming out of Chicago or New York - this time it's from San Francisco. Claude VonStroke's 'Who's Afraid of Detroit?' was one of the biggest tracks of 2006 and the label it came out on is Dirtybird Records, the Bay Area brainchild of VonStroke and DJ/producer Justin Martin. VonStroke and Martin have been injecting avarian squelch <a href=""https://www.last.fm/music/Justin+Martin"">Read more on Last.fm</a>",120375,799400,Dusky
Matt Nash,"Surging head-first into the future via his distinctive futuristic sound, Matt Nash continues to soar on account of his powerful production prowess in the studio, and dynamic skills behind the decks. London-raised and now Amsterdam-based, the UK talent’s foundations for success were firmly cemented at an early stage, via releases on a plethora of huge labels, including Hardwell’s ‘Revealed’ imprint, and Axwell’s iconic ‘Axtone Records’ <a href=""https://www.last.fm/music/Matt+Nash"">Read more on Last.fm</a>",102436,659390,Michael Calfan
Matt Fax,"Matt Fax is a 22 years old producer and DJ from France. Started to produce under this alias in 2012, Matt saw him grow up really fast in the EDM scene, with releases on top labels from the like of Anjunabeats, Armada Music or even Enhanced Music. He is also the youngest guest mixer on Above & Beyond's Group Therapy show, as well as the youngest producer to release on Anjunabeats and the most played artist on Group Therapy radio show.

Matt received support from all the best DJs in the EDM scene <a href=""https://www.last.fm/music/Matt+Fax"">Read more on Last.fm</a>",95221,858683,Estiva
Low Steppa,"Low Steppa is without doubt one of the most vital and influential house music artists of the present day. From his explosive bootleg of Route 94's 'My Love' to playing BBC Radio 1's Big Weekend and Defected In The House parties, to his Rinse FM show and all-conquering Simma Black imprint - which celebrated its 100th release in 2017 - Low Steppa is about as relevant and in-demand a DJ and producer as its possible to be.

It was the aforementioned bootleg of Route 94's 'My Love' that announced his arrival, reaching over 2. <a href=""https://www.last.fm/music/Low+Steppa"">Read more on Last.fm</a>",108550,680186,Illyus & Barrientos
Martin Ikin,"DJ’ing since 1990 and Producing music since 1991, Martin Ikin previously known as; DJ Mayhem, Indigo, Soul Purpose, Migrant.. and loads more, has spent his life releasing records on many labels and under many aliases. Including, Defected, Nervous, OFF, Get Physical, Exploited, Zrecords, 3Beat, MOS, SwingCity, Hed Kandi, Soulfuric, Sony, Island, Atlantic..etc etc.

Martin's remix credentials include names such as Mariah Carey, Jamiroquai, Joey Negro, MAW, Grant Nelson, Hardsoul and many more...  <a href=""https://www.last.fm/music/Martin+Ikin"">Read more on Last.fm</a>",100078,634027,Biscits
Being There,"Dream-pop band from London. Their debut album 'Breaking Away' was released by Young & Lost in July 2012.

www.beingthereband.com
 <a href=""https://www.last.fm/music/Being+There"">Read more on Last.fm</a>",4556,20840,demko
Curbi,"Curbi, real name Toby Curwen-Bingley, is a house DJ/producer from Halstead, United Kingdom. 

Curbi burst onto the international EDM scene in 2014, only being 16 at the time, with the release of the massive single ""Discharge."" His take on jacking big room house found a home at Spinin' Records before releasing dancefloor bangers such as ""Lied To"" and ""Vertigo"". 

In 2022 he launched his own label called SEEING IS BELIEVING. <a href=""https://www.last.fm/music/Curbi"">Read more on Last.fm</a>",178805,2200136,BROHUG
Alex Breitling," <a href=""https://www.last.fm/music/Alex+Breitling"">Read more on Last.fm</a>",17797,72202,L.GU.
tebra,"Tebra is DJ and house music producer Milojko Jaric Belgrade, Serbia, with focus on organic house.
https://soundcloud.com/tebra-official
https://www.instagram.com/tebra_official/?hl=en
https://www.facebook.com/Tebra.Official <a href=""https://www.last.fm/music/tebra"">Read more on Last.fm</a>",15552,107878,Iorie
Link,"Link is a name of at least seven acts:

1) A pseudonym of electronic music artist Mark Pritchard, who also records/has recorded as Reload, Harmonic 313, Troubleman, N.Y. Connection, William Parrott and Roberto Edwardo Turner (aka The Returner). His most notable tracks as Link include: Amenity and ""Arcadian"".

Mark's collaborative efforts include Global Communication, Jedi Knights, The Chameleon, Link & E621, Reload & E621 and Secret Ingredients, all with Tom Middleton <a href=""https://www.last.fm/music/Link"">Read more on Last.fm</a>",43719,265682,Balil
